@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
true,2017-07-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S187705091731311X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S187705091731311X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.procs.2017.06.132,https://api.elsevier.com/content/article/pii/S187705091731311X,On the use of Networks in Biomedicine,Eugenio Vocaturo,Procedia Computer Science,110,2017-12-31,498,503,10.1016/j.procs.2017.06.132,True,S187705091731311X,"{'author': [{'$': 'Eugenio Vocaturo'}, {'$': 'Pierangelo Veltri'}]}"
true,2014-03-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0952197614000384', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0952197614000384?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.engappai.2014.02.008,https://api.elsevier.com/content/article/pii/S0952197614000384,"Fuzzy systems, neural networks and neuro-fuzzy systems: A vision on their hardware implementation and platforms over two decades",G. Bosque,Engineering Applications of Artificial Intelligence,32,2014-06-30,283,331,10.1016/j.engappai.2014.02.008,False,S0952197614000384,"{'author': [{'$': 'G. Bosque'}, {'$': 'I. del Campo'}, {'$': 'J. Echanobe'}]}"
true,2002-09-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/0370157387900962', 'scidir': 'https://www.sciencedirect.com/science/article/pii/0370157387900962?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0370-1573(87)90096-2,https://api.elsevier.com/content/article/pii/0370157387900962,Artificial intelligence and large scale computation: A physics perspective,Tad Hogg,Physics Reports,156,1987-12-31,227,310,10.1016/0370-1573(87)90096-2,False,0370157387900962,"{'author': [{'$': 'Tad Hogg'}, {'$': 'B. A. Huberman'}]}"
true,2003-09-30T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0140673695917462', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0140673695917462?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0140-6736(95)91746-2,https://api.elsevier.com/content/article/pii/S0140673695917462,Introduction to neural networks,S. S. Cross,The Lancet,346,1995-10-21,1075,1079,10.1016/S0140-6736(95)91746-2,False,S0140673695917462,"{'author': [{'$': 'S. S. Cross'}, {'$': 'R. F. Harrison'}, {'$': 'R. L. Kennedy'}]}"
true,2021-08-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221012844', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221012844?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2021.08.087,https://api.elsevier.com/content/article/pii/S0925231221012844,CapsNet meets SIFT: A robust framework for distorted target categorization,Zhongqi Lin,Neurocomputing,464,2021-11-13,290,316,10.1016/j.neucom.2021.08.087,False,S0925231221012844,"{'author': [{'$': 'Zhongqi Lin'}, {'$': 'Wanlin Gao'}, {'$': 'Feng Huang'}]}"
true,2019-12-31T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608019304228', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608019304228?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2019.12.022,https://api.elsevier.com/content/article/pii/S0893608019304228,Abstractive summarization of long texts by representing multiple compositionalities with temporal hierarchical pointer generator network,Dennis Singh Moirangthem,Neural Networks,124,2020-04-30,1,11,10.1016/j.neunet.2019.12.022,False,S0893608019304228,"{'author': [{'$': 'Dennis Singh Moirangthem'}, {'$': 'Minho Lee'}]}"
true,2012-12-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780124805750500083', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780124805750500083?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-480575-0.50008-3,https://api.elsevier.com/content/article/pii/B9780124805750500083,4: Fault Detection and Diagnosis Using Artificial Neural Networks,JOSIAH C. HOSKINS,Artificial Intelligence in Process Engineering,,1990-12-31,123,160,10.1016/B978-0-12-480575-0.50008-3,False,B9780124805750500083,"{'author': [{'$': 'JOSIAH C. HOSKINS'}, {'$': 'DAVID M. HIMMELBLAU'}]}"
true,2007-09-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1574957606800249', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1574957606800249?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S1574-9576(06)80024-9,https://api.elsevier.com/content/article/pii/S1574957606800249,Chapter 22 Enhancing the power of the internet using fuzzy logic-based web intelligence: Beyond the semantic web,Masoud Nikravesh,Capturing Intelligence,1,2006-12-31,441,464,10.1016/S1574-9576(06)80024-9,False,S1574957606800249,{'author': 'Masoud Nikravesh'}
true,2019-01-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608019300085', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608019300085?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0893-6080(19)30008-5,https://api.elsevier.com/content/article/pii/S0893608019300085,Announcement,,Neural Networks,110,2019-02-28,iii,viii,10.1016/S0893-6080(19)30008-5,False,S0893608019300085,
true,2014-02-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780123965028000188', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780123965028000188?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-396502-8.00018-8,https://api.elsevier.com/content/article/pii/B9780123965028000188,Chapter 18: Introduction to Probabilistic Graphical Models,Franz Pernkopf,Academic Press Library in Signal Processing,1,2014-12-31,989,1064,10.1016/B978-0-12-396502-8.00018-8,False,B9780123965028000188,"{'author': [{'$': 'Franz Pernkopf'}, {'$': 'Robert Peharz'}, {'$': 'Sebastian Tschiatschek'}]}"
true,2019-02-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S131915781830884X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S131915781830884X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jksuci.2019.02.001,https://api.elsevier.com/content/article/pii/S131915781830884X,Airline ticket price and demand prediction: A survey,Juhar Ahmed Abdella,Journal of King Saud University - Computer and Information Sciences,33,2021-05-31,375,391,10.1016/j.jksuci.2019.02.001,True,S131915781830884X,"{'author': [{'$': 'Juhar Ahmed Abdella'}, {'$': 'NM Zaki'}, {'$': 'Fahad Khan'}]}"
true,2003-05-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0957415803000448', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0957415803000448?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0957-4158(03)00044-8,https://api.elsevier.com/content/article/pii/S0957415803000448,Intelligent ship autopilots––A historical perspective,G. N. Roberts,Mechatronics,13,2003-12-31,1091,1103,10.1016/S0957-4158(03)00044-8,False,S0957415803000448,"{'author': [{'$': 'G. N. Roberts'}, {'$': 'R. Sutton'}, {'$': 'A. Tiano'}]}"
true,2020-11-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128244777000079', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128244777000079?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-824477-7.00007-9,https://api.elsevier.com/content/article/pii/B9780128244777000079,7: AI applications in prevalent diseases and disorders,Louis J. Catania,Foundations of Artificial Intelligence in Healthcare and Bioscience,,2021-12-31,293,444,10.1016/B978-0-12-824477-7.00007-9,False,B9780128244777000079,{'author': 'Louis J. Catania'}
true,2015-04-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0031320315001211', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0031320315001211?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.patcog.2015.03.020,https://api.elsevier.com/content/article/pii/S0031320315001211,Relevance–redundancy feature selection based on ant colony optimization,Sina Tabakhi,Pattern Recognition,48,2015-09-30,2798,2811,10.1016/j.patcog.2015.03.020,False,S0031320315001211,"{'author': [{'$': 'Sina Tabakhi'}, {'$': 'Parham Moradi'}]}"
true,2008-02-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0003267008003450', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0003267008003450?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.aca.2008.02.025,https://api.elsevier.com/content/article/pii/S0003267008003450,Mining in chemometrics,Lucia Mutihac,Analytica Chimica Acta,612,2008-03-31,1,18,10.1016/j.aca.2008.02.025,False,S0003267008003450,"{'author': [{'$': 'Lucia Mutihac'}, {'$': 'Radu Mutihac'}]}"
true,2021-09-13T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2211339821000642', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2211339821000642?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.coche.2021.100732,https://api.elsevier.com/content/article/pii/S2211339821000642,Computer-aided molecular design of solvents for chemical separation processes,Shiyang Chai,Current Opinion in Chemical Engineering,35,2022-03-31,100732,,10.1016/j.coche.2021.100732,False,S2211339821000642,"{'author': [{'$': 'Shiyang Chai'}, {'$': 'Zhen Song'}, {'$': 'Zhiwen Qi'}]}"
true,2020-08-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128233375000263', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128233375000263?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-823337-5.00026-3,https://api.elsevier.com/content/article/pii/B9780128233375000263,Index,,Intelligence-Based Medicine,,2020-12-31,503,521,10.1016/B978-0-12-823337-5.00026-3,False,B9780128233375000263,
true,2016-02-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128015599000144', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128015599000144?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-801559-9.00014-4,https://api.elsevier.com/content/article/pii/B9780128015599000144,Chapter 14: ANN in Pharmaceutical Product and Process Development,Malay K. Das,"Artificial Neural Network for Drug Design, Delivery and Disposition",,2016-12-31,277,293,10.1016/B978-0-12-801559-9.00014-4,False,B9780128015599000144,"{'author': [{'$': 'Malay K. Das'}, {'$': 'Tapash Chakraborty'}]}"
true,2014-11-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1570868314000809', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1570868314000809?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jal.2014.11.006,https://api.elsevier.com/content/article/pii/S1570868314000809,Information retrieval from hospital information system: Increasing effectivity using swarm intelligence,Miroslav Bursa,Journal of Applied Logic,13,2015-06-30,126,137,10.1016/j.jal.2014.11.006,True,S1570868314000809,"{'author': [{'$': 'Miroslav Bursa'}, {'$': 'Lenka Lhotska'}, {'$': 'Lukas Hruban'}]}"
true,2021-10-22T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128224205000180', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128224205000180?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-822420-5.00018-0,https://api.elsevier.com/content/article/pii/B9780128224205000180,Index,,Introduction to Machine Olfaction Devices,,2021-12-31,221,227,10.1016/B978-0-12-822420-5.00018-0,False,B9780128224205000180,
true,2020-07-03T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128194386000207', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128194386000207?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-819438-6.00020-7,https://api.elsevier.com/content/article/pii/B9780128194386000207,12: Digital media steganalysis,Reinel Tabares-Soto,Digital Media Steganography,,2020-12-31,259,293,10.1016/B978-0-12-819438-6.00020-7,False,B9780128194386000207,"{'author': [{'$': 'Reinel Tabares-Soto'}, {'$': 'Raúl Ramos-Pollán'}, {'$': 'Jesus Alejandro Alzate Grisales'}]}"
true,2014-01-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1568494614000453', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1568494614000453?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.asoc.2014.01.026,https://api.elsevier.com/content/article/pii/S1568494614000453,A support vector machine model for intelligent selection of data representations,Gabriela Czibula,Applied Soft Computing,18,2014-05-31,70,81,10.1016/j.asoc.2014.01.026,False,S1568494614000453,"{'author': [{'$': 'Gabriela Czibula'}, {'$': 'Istvan Gergely Czibula'}, {'$': 'Radu Dan Gaceanu'}]}"
true,2021-07-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2095809921002988', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2095809921002988?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eng.2021.04.021,https://api.elsevier.com/content/article/pii/S2095809921002988,"Cyber–Physical Production Systems for Data-Driven, Decentralized, and Secure Manufacturing—A Perspective",Manu Suvarna,Engineering,7,2021-09-30,1212,1223,10.1016/j.eng.2021.04.021,True,S2095809921002988,"{'author': [{'$': 'Manu Suvarna'}, {'$': 'Ken Shaun Yap'}, {'$': 'Xiaonan Wang'}]}"
true,2019-11-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128157398200011', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128157398200011?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-815739-8.20001-1,https://api.elsevier.com/content/article/pii/B9780128157398200011,Index,,Machine Learning,,2020-12-31,379,393,10.1016/B978-0-12-815739-8.20001-1,False,B9780128157398200011,
true,2021-07-09T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780323901987099948', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780323901987099948?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-323-90198-7.09994-8,https://api.elsevier.com/content/article/pii/B9780323901987099948,Index,,Principles and Labs for Deep Learning,,2021-12-31,333,337,10.1016/B978-0-323-90198-7.09994-8,False,B9780323901987099948,
true,2016-08-13T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0169716116300451', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0169716116300451?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/bs.host.2016.07.004,https://api.elsevier.com/content/article/pii/S0169716116300451,"Chapter 1: Cognitive Computing: Concepts, Architectures, Systems, and Applications",V. N. Gudivada,Handbook of Statistics,35,2016-12-31,3,38,10.1016/bs.host.2016.07.004,False,S0169716116300451,{'author': 'V. N. Gudivada'}
true,2019-01-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0957417419300120', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0957417419300120?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eswa.2019.01.013,https://api.elsevier.com/content/article/pii/S0957417419300120,A knowledge-based system for numerical design of experiments processes in mechanical engineering,Gaëtan Blondet,Expert Systems with Applications,122,2019-05-15,289,302,10.1016/j.eswa.2019.01.013,False,S0957417419300120,"{'author': [{'$': 'Gaëtan Blondet'}, {'$': 'Julien Le Duigou'}, {'$': 'Nassim Boudaoud'}]}"
true,2020-06-26T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128184387000198', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128184387000198?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-818438-7.00019-8,https://api.elsevier.com/content/article/pii/B9780128184387000198,Index,,Artificial Intelligence in Healthcare,,2020-12-31,339,355,10.1016/B978-0-12-818438-7.00019-8,False,B9780128184387000198,
true,2007-09-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9781558607590500056', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9781558607590500056?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-155860759-0/50005-6,https://api.elsevier.com/content/article/pii/B9781558607590500056,chapter five: Neural network concepts and paradigms,Russell C. Eberhart,Computational Intelligence,,2007-12-31,145,196,10.1016/B978-155860759-0/50005-6,False,B9781558607590500056,"{'author': [{'$': 'Russell C. Eberhart'}, {'$': 'Yuhui Shi'}]}"
true,2003-03-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/030100829190008O', 'scidir': 'https://www.sciencedirect.com/science/article/pii/030100829190008O?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0301-0082(91)90008-O,https://api.elsevier.com/content/article/pii/030100829190008O,Generalization and specialization in artificial neural networks,Steven Hampson,Progress in Neurobiology,37,1991-12-31,383,431,10.1016/0301-0082(91)90008-O,False,030100829190008O,{'author': 'Steven Hampson'}
true,2020-08-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128206041099933', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128206041099933?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-820604-1.09993-3,https://api.elsevier.com/content/article/pii/B9780128206041099933,Index,,Computational Intelligence and Its Applications in Healthcare,,2020-12-31,245,251,10.1016/B978-0-12-820604-1.09993-3,False,B9780128206041099933,
true,2019-09-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0360835219305686', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0360835219305686?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cie.2019.106099,https://api.elsevier.com/content/article/pii/S0360835219305686,Understanding Big Data Analytics for Manufacturing Processes: Insights from Literature Review and Multiple Case Studies,Amine Belhadi,Computers & Industrial Engineering,137,2019-11-30,106099,,10.1016/j.cie.2019.106099,False,S0360835219305686,"{'author': [{'$': 'Amine Belhadi'}, {'$': 'Karim Zkik'}, {'$': 'Said El fezazi'}]}"
true,2007-09-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0166411597800878', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0166411597800878?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0166-4115(97)80087-8,https://api.elsevier.com/content/article/pii/S0166411597800878,Chapter 1: The necessity of Neural Networks,John W. Donahoe,Advances in Psychology,121,1997-12-31,1,19,10.1016/S0166-4115(97)80087-8,False,S0166411597800878,{'author': 'John W. Donahoe'}
true,2020-02-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2210670720300676', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2210670720300676?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.scs.2020.102080,https://api.elsevier.com/content/article/pii/S2210670720300676,Providing secure and reliable communication for next generation networks in smart cities,Ismaeel Al Ridhawi,Sustainable Cities and Society,56,2020-05-31,102080,,10.1016/j.scs.2020.102080,False,S2210670720300676,"{'author': [{'$': 'Ismaeel Al Ridhawi'}, {'$': 'Safa Otoum'}, {'$': 'Thar Baker'}]}"
true,2021-05-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B978012817976500036X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B978012817976500036X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-817976-5.00036-X,https://api.elsevier.com/content/article/pii/B978012817976500036X,Index,,Data Science Applied to Sustainability Analysis,,2021-12-31,293,298,10.1016/B978-0-12-817976-5.00036-X,False,B978012817976500036X,
true,2003-02-11T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/000437029390048G', 'scidir': 'https://www.sciencedirect.com/science/article/pii/000437029390048G?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/0004-3702(93)90048-G,https://api.elsevier.com/content/article/pii/000437029390048G,"Introduction to the theory of neural computation: John A. Hertz, Anders S. Krogh and Richard G. Palmer",Andreas S. Weigend,Artificial Intelligence,62,1993-07-31,93,111,10.1016/0004-3702(93)90048-G,False,000437029390048G,{'author': 'Andreas S. Weigend'}
true,2020-11-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128194720099937', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128194720099937?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-819472-0.09993-7,https://api.elsevier.com/content/article/pii/B9780128194720099937,Index,,Trust in Human-Robot Interaction,,2021-12-31,573,588,10.1016/B978-0-12-819472-0.09993-7,False,B9780128194720099937,
true,2020-11-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128185032000174', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128185032000174?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-818503-2.00017-4,https://api.elsevier.com/content/article/pii/B9780128185032000174,Index,,Heat Transfer Engineering,,2021-12-31,417,422,10.1016/B978-0-12-818503-2.00017-4,False,B9780128185032000174,
true,2020-10-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0167739X20329903', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0167739X20329903?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.future.2020.10.013,https://api.elsevier.com/content/article/pii/S0167739X20329903,Finding rising stars through hot topics detection,Ali Daud,Future Generation Computer Systems,115,2021-02-28,798,813,10.1016/j.future.2020.10.013,False,S0167739X20329903,"{'author': [{'$': 'Ali Daud'}, {'$': 'Faizan Abbas'}, {'$': 'Jalal S. Alowibdi'}]}"
true,2007-09-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780126464900500214', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780126464900500214?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-012646490-0/50021-4,https://api.elsevier.com/content/article/pii/B9780126464900500214,CHAPTER 18: Intelligent Control with Neural Networks,D. POPOVIC,Soft Computing and Intelligent Systems,,2000-12-31,419,467,10.1016/B978-012646490-0/50021-4,False,B9780126464900500214,{'author': 'D. POPOVIC'}
true,2021-06-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128130865200017', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128130865200017?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-813086-5.20001-7,https://api.elsevier.com/content/article/pii/B9780128130865200017,Index,,Biomedical Signal Analysis for Connected Healthcare,,2021-12-31,317,325,10.1016/B978-0-12-813086-5.20001-7,False,B9780128130865200017,
true,2019-06-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1875510019301428', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1875510019301428?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jngse.2019.05.011,https://api.elsevier.com/content/article/pii/S1875510019301428,Casing structural integrity and failure modes in a range of well types - A review,Auwalu I. Mohammed,Journal of Natural Gas Science and Engineering,68,2019-08-31,102898,,10.1016/j.jngse.2019.05.011,False,S1875510019301428,"{'author': [{'$': 'Auwalu I. Mohammed'}, {'$': 'Babs Oyeneyin'}, {'$': 'James Njuguna'}]}"
true,2018-09-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0892687518304138', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0892687518304138?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.mineng.2018.09.006,https://api.elsevier.com/content/article/pii/S0892687518304138,Mechanism characteristic analysis and soft measuring method review for ball mill load based on mechanical vibration and acoustic signals in the grinding process,Jian Tang,Minerals Engineering,128,2018-11-30,294,311,10.1016/j.mineng.2018.09.006,False,S0892687518304138,"{'author': [{'$': 'Jian Tang'}, {'$': 'Junfei Qiao'}, {'$': 'Jianjun Zhao'}]}"
true,2018-11-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1877050918321082', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1877050918321082?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.procs.2018.10.411,https://api.elsevier.com/content/article/pii/S1877050918321082,Analysis of Computational Gene Prioritization Approaches,M. Rahul Raj,Procedia Computer Science,143,2018-12-31,395,410,10.1016/j.procs.2018.10.411,True,S1877050918321082,"{'author': [{'$': 'M. Rahul Raj'}, {'$': 'A. Sreeja'}]}"
true,2019-11-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128190432000228', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128190432000228?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-819043-2.00022-8,https://api.elsevier.com/content/article/pii/B9780128190432000228,Index,,Innovation in Health Informatics,,2020-12-31,403,413,10.1016/B978-0-12-819043-2.00022-8,False,B9780128190432000228,
true,2018-02-09T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608018300212', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608018300212?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0893-6080(18)30021-2,https://api.elsevier.com/content/article/pii/S0893608018300212,List of Editorial Board members,,Neural Networks,98,2018-02-28,iii,vii,10.1016/S0893-6080(18)30021-2,False,S0893608018300212,
true,2019-08-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128167182000233', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128167182000233?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-816718-2.00023-3,https://api.elsevier.com/content/article/pii/B9780128167182000233,Index,,Deep Learning and Parallel Computing Environment for Bioengineering Systems,,2019-12-31,257,260,10.1016/B978-0-12-816718-2.00023-3,False,B9780128167182000233,
true,2018-09-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1018363918306755', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1018363918306755?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S1018-3639(18)30675-5,https://api.elsevier.com/content/article/pii/S1018363918306755,Prediction of Stress-strain Relationships for Reinforced Concrete Sections by Implementing Neural Network Techniques,Mansour Nasser Jadid,Journal of King Saud University - Engineering Sciences,9,1997-12-31,169,188,10.1016/S1018-3639(18)30675-5,True,S1018363918306755,{'author': 'Mansour Nasser Jadid'}
true,2014-06-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780080422367500067', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780080422367500067?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-08-042236-7.50006-7,https://api.elsevier.com/content/article/pii/B9780080422367500067,NEURAL NETWORK BASED ADAPTIVE CONTROL,E. F. CAMACHO,Artificial Intelligence in Real-Time Control 1994,,1995-12-31,13,24,10.1016/B978-0-08-042236-7.50006-7,False,B9780080422367500067,"{'author': [{'$': 'E. F. CAMACHO'}, {'$': 'M. R. ARAHAL'}]}"
true,2020-11-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0167739X20330430', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0167739X20330430?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.future.2020.11.019,https://api.elsevier.com/content/article/pii/S0167739X20330430,Self-improving system integration: Mastering continuous change,Kirstie Bellman,Future Generation Computer Systems,117,2021-04-30,29,46,10.1016/j.future.2020.11.019,False,S0167739X20330430,"{'author': [{'$': 'Kirstie Bellman'}, {'$': 'Jean Botev'}, {'$': 'Sven Tomforde'}]}"
