doi,type,publication,publisher,publication_date,database,title,url,abstract,domain,id,status
10.1109/roman.1995.531965,to_check,Proceedings 4th IEEE International Workshop on Robot and Human Communication,IEEE,07/07/1995 00:00,ieeexplore,the hyper hospital-virtual reality based medical system on the computer network-its concept and user-configurable virtual world creating system,https://ieeexplore.ieee.org/document/531965/,"We have been developing a novel medical care system which is constructed on an electronic or computerized information network using virtual reality as the principal human interface. The major purpose of the hyper hospital is to restore humane interactions between patients and various medical caretakers by making a much closer contact between them in the real medical scene than that in current conventional medical practice. In the present study, we discuss the most fundamental part of the development of the virtual reality system for the medical use, that is, system software for the creation of the virtual world which can be defined and modified by users of various levels, not only by the medical caretakers, but particularly by patients.",health,11,not included
10.1007/s10916-021-01783-y,to_check,Journal of Medical Systems,Springer,02/11/2021 00:00,springer,machine learning for health: algorithm auditing & quality control,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10916-021-01783-y,"Developers proposing new machine learning for health (ML4H) tools often pledge to match or even surpass the performance of existing tools, yet the reality is usually more complicated. Reliable deployment of ML4H to the real world is challenging as examples from diabetic retinopathy or Covid-19 screening show. We envision an integrated framework of algorithm auditing and quality control that provides a path towards the effective and reliable application of ML systems in healthcare. In this editorial, we give a summary of ongoing work towards that vision and announce a call for participation to the special issue  Machine Learning for Health: Algorithm Auditing & Quality Control in this journal to advance the practice of ML4H auditing.",health,12,not included
10.1016/j.cmpb.2011.02.007,to_check,Computer Methods and Programs in Biomedicine,scopus,01/09/2012,sciencedirect,information system analysis of an e-learning system used for dental restorations simulation,https://api.elsevier.com/content/abstract/scopus_id/84863864660,"The goal of using virtual and augmented reality technologies in therapeutic interventions simulation, in the fixed prosthodontics (VirDenT) project, is to increase the quality of the educational process in dental faculties, by assisting students in learning how to prepare teeth for all-ceramic restorations. Its main component is an e-learning virtual reality-based software system that will be used for the developing skills in grinding teeth, needed in all-ceramic restorations. The complexity of the domain problem that the software system dealt with made the analysis of the information system supported by VirDenT necessary. The analysis contains the following activities: identification and classification of the system stakeholders, description of the business processes, formulation of the business rules, and modelling of business objects. During this stage, we constructed the context diagram, the business use case diagram, the activity diagrams and the class diagram of the domain model. These models are useful for the further development of the software system that implements the VirDenT information system.",health,13,not included
10.1016/j.ejvs.2011.03.032,to_check,European Journal of Vascular and Endovascular Surgery,scopus,01/08/2011,sciencedirect,efficient implementation of patient-specific simulated rehearsal for the carotid artery stenting procedure: part-task rehearsal,https://api.elsevier.com/content/abstract/scopus_id/79960953215,"Objective(s)
                  Patient-specific simulated rehearsal (PsR) is a technological advance within the domain of endovascular virtual reality (VR) simulation. It allows incorporation of patient-specific computed tomography Digital Imaging and Communications in Medicine (CT DICOM) data into the simulation and subsequent rehearsal of real patient cases. This study aimed to evaluate whether a part-task rehearsal (PTr) of a carotid artery stenting procedure (CAS) on a VR simulator is as effective as a full-task (FTr) preoperative run through.
               
                  Methods
                  Medical trainees were trained in the CAS procedure and randomised to a PTr or FTr of a challenging CAS case (Type-II arch). PTr consisted of 30min of repeated catheterisations of the common carotid artery (CCA). Thereafter, both groups performed the CAS procedure in a fully functional simulated operating suite (SOS) with an interventional team. Technical performances were assessed using simulator-based metrics and expert ratings. Other aspects of performance were assessed using the Non-Technical Skills for Surgeons (NOTSS) scoring.
               
                  Results
                  Twenty trainees were evenly randomised to either PTr or FTr. No differences in performance were seen except for the total time the embolic protection device (EPD) was deployed (9.4min for the PT vs. 8.1min for the FT, p
                     =0.02). Total time (26.3 vs. 25.5min, p
                     =0.94), fluoroscopy time (15.8 vs. 14.4min, p
                     =0.68), number of roadmaps (10.5 vs. 11.0, p
                     =0.54), amount of contrast (53.5 vs. 58.0ml, p
                     =0.33), time to deploy the EPD (0.9 vs. 0.8min, p
                     =0.31) and time to catheterise the CCA (9.2 vs. 8.9min, p=0.94) were similar. Qualitative performances as measured by expert ratings (score 24 vs. 24, p
                     =0.49) and NOTSS (p
                     >0.05 for all categories) were also comparable.
               
                  Conclusions
                  Part- and full-task rehearsals are equally effective with respect to the operative performance of a simulated CAS intervention. This finding makes a patient-specific rehearsal more efficient and may increase the feasibility of implementation of this technology into medical practice.",health,14,not included
10.3390/ani11041008,to_check,core,'MDPI AG',01/01/2021 00:00,core,digital twins in livestock farming,,"Artificial intelligence (AI), machine learning (ML) and big data are consistently called upon to analyze and comprehend many facets of modern daily life. AI and ML in particular are widely used in animal husbandry to monitor both the animals and environment around the clock, which leads to a better understanding of animal behavior and distress, disease control and prevention, and effective business decisions for the farmer. One particularly promising area that advances upon AI is digital twin technology, which is currently used to improve efficiencies and reduce costs across multiple industries and sectors. In contrast to a model, a digital twin is a digital replica of a real-world entity that is kept current with a constant influx of data. The application of digital twins within the livestock farming sector is the next frontier and has the potential to be used to improve large-scale precision livestock farming practices, machinery and equipment usage, and the health and well-being of a wide variety of farm animals. The mental and emotional states of animals can be monitored using recognition technology that examines facial features, such as ear postures and eye white regions. Used with modeling, simulation and augmented reality technologies, digital twins can help farmers to build more energy-efficient housing structures, predict heat cycles for breeding, discourage negative behaviors of livestock, and potentially much more. As with all disruptive technological advances, the implementation of digital twin technology will demand a thorough cost and benefit analysis of individual farms. Our goal in this review is to assess the progress toward the use of digital twin technology in livestock farming, with the goal of revolutionizing animal husbandry in the future. View Full-Tex",health,15,not included
10.4301/s1807-1775201916001,to_check,project-academic,TECSI Laboratório de Tecnologia e Sistemas de Informação - FEA/USP,17/01/2019 00:00,project-academic,the future digital work force robotic process automation rpa,project-academic," The Robotic Process Automation (RPA) is a new wave of future technologies. Robotic Process Automation is one of the most advanced technologies in the area of computers science, electronic and communications, mechanical engineering, and information technology. It is a combination of both hardware and software, networking and automation for doing things very simple. In this light, the research manuscript investigated the secondary data - which is available on google, academic and research databases. The investigation went for totally 6 months, i.e., 1-1-2018 to 30-6-2018. A very few empirical articles, white papers, blogs and were found RPA and came across to compose this research manuscript. This study is exploratory in nature because of the contemporary phenomenon. The keywords used in searching of the database were Robotic Process Automation, RPA, Robots, Artificial Intelligence, Blue Prism. The study finally discovered that Robots and Robotic Process Automation technologies are becoming compulsory as a part to do business operations in organizations across the globe. Robotic Process Automation can bring immediate value to the core business processes including employee payroll, employee status changes, new hire recruitment, and onboarding, accounts receivable and payable, invoice processing, inventory management, report creation, software installations, data migration, and vendor onboarding etc. to name a few applications. Besides, the Robotic Process Automation has abundant applications including healthcare and pharmaceuticals, financial services, outsourcing, retail, telecom, energy and utilities, real estate and FMCG and many more sectors. To put in the right place of RPA in business operations, their many allied technologies are working at the background level, artificial intelligence, machine learning, deep learning, data analytics, HR analytics, virtual reality (second life), home automation, blockchain technologies, 4D printing etc. Moreover, it covers the content of different start-ups companies and existing companies - their RPA applications used across the world. This manuscript will be a good guideline for the academicians, researchers, students, and practitioners to get an overall idea.",health,16,not included
10.3233/978-1-60750-050-6-93,to_check,project-academic,Stud Health Technol Inform,01/01/2009 00:00,project-academic,using reality mining to improve public health and medicine,project-academic," We live our lives in digital networks. We wake up in the morning, check our e-mail, make a quick phone call, commute to work, buy lunch. Many of these transactions leave digital breadcrumbs--tiny records of our daily experiences. Reality mining, which pulls together these crumbs using statistical analysis and machine learning methods, offers an increasingly comprehensive picture of our lives, both individually and collectively, with the potential of transforming our understanding of ourselves, our organizations, and our society in a fashion that was barely conceivable just a few years ago. It is for this reason that reality mining was recently identified by Technology Review as one of ""10 emerging technologies that could change the world"". Many everyday devices provide the raw database upon which reality mining builds; sensors in mobile phones, cars, security cameras, RFID ('smart card') readers, and others, all allow for the measurement of human physical and social activity. Computational models based on such data have the potential to dramatically transform the arenas of both individual and community health. Reality mining can provide new opportunities with respect to diagnosis, patient and treatment monitoring, health services planning, surveillance of disease and risk factors, and public health investigation and disease control. Currently, the single most important source of reality mining data is the ubiquitous mobile phone. Every time a person uses a mobile phone, a few bits of information are left behind. The phone pings the nearest mobile-phone towers, revealing its location. The mobile phone service provider records the duration of the call and the number dialed. In the near future, mobile phones and other technologies will collect even more information about their users, recording everything from their physical activity to their conversational cadences. While such data pose a potential threat to individual privacy, they also offer great potential value both to individuals and communities. With the aid of data-mining algorithms, these data could shed light on individual patterns of behavior and even on the well-being of communities, creating new ways to improve public health and medicine. To illustrate, consider two examples of how reality mining may benefit individual health care. By taking advantage of special sensors in mobile phones, such as the microphone or the accelerometers built into newer devices such as Apple's iPhone, important diagnostic data can be captured. Clinical pilot data demonstrate that it may be possible to diagnose depression from the way a person talks--a depressed person tends to speak more slowly, a change that speech analysis software on a phone might recognize more readily than friends or family do. Similarly, monitoring a phone's motion sensors can also reveal small changes in gait, which could be an early indicator of ailments such as Parkinson's disease. Within the next few years reality mining will become more common, thanks in part to the proliferation and increasing sophistication of mobile phones. Many handheld devices now have the processing power of low-end desktop computers, and they can also collect more varied data, due to components such as GPS chips that track location. The Chief Technology Officer of EMC, a large digital storage company, estimates that this sort of personal sensor data will balloon from 10% of all stored information to 90% within the next decade. While the promise of reality mining is great, the idea of collecting so much personal information naturally raises many questions about privacy. It is crucial that behavior-logging technology not be forced on anyone. But legal statutes are lagging behind data collection capabilities, making it particularly important to begin discussing how the technology will and should be used. Therefore, an additional focus of this chapter will be the development of a legal and ethical framework concerning the data used by reality mining techniques.",health,17,not included
10.1109/icccn52240.2021.9522281,to_check,2021 International Conference on Computer Communications and Networks (ICCCN),IEEE,22/07/2021 00:00,ieeexplore,realization of an intrusion detection use-case in onap with acumos,https://ieeexplore.ieee.org/document/9522281/,"With Software-Defined Networking and Machine Learning/Artificial Intelligence (ML/AI) reaching new paradigms in their corresponding fields, both academia and industry have exhibited interests in discovering unique aspects of intelligent and autonomous communication networks. Transforming such intentions and interests to reality involves software development and deployment, which has its own story of significant evolution. There has been a notable shift in the strategies and approaches to software development. Today, the divergence of tools and technologies as per demand is so substantial that adapting a software application from one environment to another could involve tedious redesign and redevelopment. This implies enormous effort in migrating existing applications and research works to a modern industrial setup. Additionally, the struggles with sustainability maintenance of such applications could be painful. Concerning ML/AI, the capabilities to train, deploy, retrain, and re-deploy AI models as quickly as possible will be crucial for AI-driven network systems. An end-to-end workflow using unified open-source frameworks is the need of the hour to facilitate the integration of ML/AI models into the modern software-driven virtualized communication networks. Hence, in our paper, we present such a prototype by demonstrating the journey of a sample SVM classifier from being a python script to be deployed as a micro-service using ONAP and Acumos. While illustrating various features of Acumos and ONAP, this paper intends to make readers familiar with an end-to-end workflow taking advantage of the integration of both open-source platforms.",industry,18,included
10.1109/proc.1984.12819,to_check,Proceedings of the IEEE,IEEE,01/01/1984 00:00,ieeexplore,the anticipated impact of supercomputers on finite-element analysis,https://ieeexplore.ieee.org/document/1457087/,"The supercomputers of the 1980's have already impacted large-scale computation. This paper discusses the status and anticipated impact of supercomputers on finite-element analysis which is the primary tool for structural analysis and is also very useful in other areas of engineering analysis. The initial impact has been the significant reduction in turnaround time for large problems and the corresponding opportunity to solve heretofore unsolvable problems. In these cases, emphasis has been placed on employing already-proven computing software which was modifed to take advantage of vector processing and other forms of parallel operations. This trend is expected to continue because the established usage base of commercially available programs is not likely to be quickly dislodged. The near term will see the further use of design optimization, broader use of nonlinear mechanics, and a closer link between designers and analysts because of improved computer turnaround. The economy of scale suggests that solution techniques will be performed not only faster but cheaper than is possible with scalar processors which will further encourage the analysis of larger, more complex structures. The supercomputers of the future are expected to offer additional challenges to today's application systems. A primary factor in this will be the effective use of multiprocessors. Additional influence is expected as Artificial Intelligence matures to the point where Expert Systems become a reality for selected engineering and scientific disciplines. In order to effectively compete, today's software companies must address the possibility of significant changes in the architecture and methodology currently embodied in today's systems. Improved packaging, most likely in the form of pre- and postprocessors, will be necessary to provide industry- or technology-specific systems solutions.",industry,19,not included
10.1109/isie45063.2020.9152441,to_check,2020 IEEE 29th International Symposium on Industrial Electronics (ISIE),IEEE,19/06/2020 00:00,ieeexplore,deployment of a smart and predictive maintenance system in an industrial case study,https://ieeexplore.ieee.org/document/9152441/,"Industrial manufacturing environments are often characterized as being stochastic, dynamic and chaotic, being crucial the implementation of proper maintenance strategies to ensure the production efficiency, since the machines' breakdown leads to a degradation of the system performance, causing the loss of productivity and business opportunities. In this context, the use of emergent ICT technologies, such as Internet of Things (IoT), machine learning and augmented reality, allows to develop smart and predictive maintenance systems, contributing for the reduction of unplanned machines' downtime by predicting possible failures and recovering faster when they occur. This paper describes the deployment of a smart and predictive maintenance system in an industrial case study, that considers IoT and machine learning technologies to support the online and real-time data collection and analysis for the earlier detection of machine failures, allowing the visualization, monitoring and schedule of maintenance interventions to mitigate the occurrence of such failures. The deployed system also integrates machine learning and augmented reality technologies to support the technicians during the execution of maintenance interventions.",industry,20,included
