doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract,status,semantic_score,id
10.52663/kcsr.2023.28.2.85,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,The Korea Association for Corruption Studies,2000-01-01 00:00:00,semantic_scholar,"study on artificial intelligence(ai) and chat gpt, corruption",https://www.semanticscholar.org/paper/7d2925856541169ac233ccd5a08eab8f36a87b64,"This study discusses corruption and moral hazard arising from the use of artificial intelligence(AI) and Chat GPT and presents implications. In this study, 1. The daily use of AI and Chat GPT is 1) Lack of situational awareness and thinking, 2) Absence of appropriate ethical norms and social codes, 3) Problems with shifting consciousness, 4) Concentration of economic and technological utility, 5) Deepening dependence on AI. 2. Problems in the information processing process of AI and Chat GPT were 1) lack of transparency and autonomy of AI, 2) value judgment and bias of Chat GPT algorithm, 3) intervention and distortion of decision-making, 4) possibility of copyright infringement, and 5) safety of use and services. 3. Problems in the information distribution process of AI and Chat GPT are 1) limitations of the Chat GPT algorithm and information distortion, 2) information asymmetry and centralization, 3) inaccuracy and uncertainty of information, 4) misuse of information or data, 5) Information security and information leakage occurred. The implications of this study are as follows. First, education and promotion of AI and Chat GPT include 1) Composition of public and private cooperation governance, 2) Development of national campaigns, 3) Found and service of AI and Chat GPT, 4) establishment of ethical norms and manners for AI and Chat GPT, 5) Social coding of AI ethics and manners. Second, the institutional devices for AI and Chat GPT are 1) Setting the regulatory scope and level to secure transparency and autonomy, 2) Monitoring of bias in information by public and private sectors, 3) Management and supervision of the information collection process, 4) Establishment of an institutional device to prevent AI from intervening in decision-making and preventing distortion, 5) Establishment of standards and systems to ensure the safety of information processing. Third, normative device for AI and Chat GPT as follows. The contents are: 1) Discussion and search for normative standards, 2) Exploring ways to resolve the centralization of information, 3) securing the clarity and reliability of information, 4) designing information security and leakage prevention programs, 5) Monitoring to prevent misuse and abuse of information.data.",not included,0.8546511858701706,11
10.48550/arxiv.2310.14651,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,arXiv.org,2000-01-01 00:00:00,semantic_scholar,$λ$-split: a privacy-preserving split computing framework for cloud-powered generative ai,https://www.semanticscholar.org/paper/980646c7dbd3689177a2fe5c27ffa116f042f4ee,"In the wake of the burgeoning expansion of generative artificial intelligence (AI) services, the computational demands inherent to these technologies frequently necessitate cloud-powered computational offloading, particularly for resource-constrained mobile devices. These services commonly employ prompts to steer the generative process, and both the prompts and the resultant content, such as text and images, may harbor privacy-sensitive or confidential information, thereby elevating security and privacy risks. To mitigate these concerns, we introduce $\Lambda$-Split, a split computing framework to facilitate computational offloading while simultaneously fortifying data privacy against risks such as eavesdropping and unauthorized access. In $\Lambda$-Split, a generative model, usually a deep neural network (DNN), is partitioned into three sub-models and distributed across the user's local device and a cloud server: the input-side and output-side sub-models are allocated to the local, while the intermediate, computationally-intensive sub-model resides on the cloud server. This architecture ensures that only the hidden layer outputs are transmitted, thereby preventing the external transmission of privacy-sensitive raw input and output data. Given the black-box nature of DNNs, estimating the original input or output from intercepted hidden layer outputs poses a significant challenge for malicious eavesdroppers. Moreover, $\Lambda$-Split is orthogonal to traditional encryption-based security mechanisms, offering enhanced security when deployed in conjunction. We empirically validate the efficacy of the $\Lambda$-Split framework using Llama 2 and Stable Diffusion XL, representative large language and diffusion models developed by Meta and Stability AI, respectively. Our $\Lambda$-Split implementation is publicly accessible at https://github.com/nishio-laboratory/lambda_split.",not included,0.8145611852407455,12
10.3390/asi7010006,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,Applied System Innovation,2000-01-01 00:00:00,semantic_scholar,ai-powered academic guidance and counseling system based on student profile and interests,https://www.semanticscholar.org/paper/bba496787711047003c174009c034641bd84ab07,"Over the past few decades, the education sector has achieved impressive advancements by incorporating Artificial Intelligence (AI) into the educational environment. Nevertheless, specific educational processes, particularly educational counseling, still depend on traditional procedures. The current method of conducting group sessions between counselors and students does not offer personalized assistance or individual attention, which can cause stress to students and make it difficult for them to make informed decisions about their coursework and career path. This paper proposes a counseling solution designed to aid high school seniors in selecting appropriate academic paths at the tertiary level. The system utilizes a predictive model that considers academic history and student preferences to determine students’ likelihood of admission to their chosen university and recommends similar alternative universities to provide more opportunities. We developed the model based on data from 500 graduates from 12 public high schools in Morocco, as well as eligibility criteria from 31 institutions and colleges. The counseling system comprises two modules: a recommendation module that uses popularity-based and content-based recommendations and a prediction module that calculates the likelihood of admission using the Huber Regressor model. This model outperformed 13 other machine learning modules, with a low MSE of 0.0017, RMSE of 0.0422, and the highest R-squared value of 0.9306. Finally, the system is accessible through a user-friendly web interface.",not included,0.8040409088134766,13
10.46324/pmp2303307,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,Postmodernism Problems,2000-01-01 00:00:00,semantic_scholar,revolutionizing education: the transformative power of ai technologies in pr,https://www.semanticscholar.org/paper/88a9d7421e4b36ca080be31d72f390736f3c4458,"In the coming years, Artificial Intelligence (AI) is set to make a profound impact on higher education, particularly within the field of Public Relations (PR). This surge in the adoption of AI technologies in academia is fuelled by compelling factors. AI is on the verge of transforming PR practices, elevating the efficiency and effectiveness of communication strategies. The data-driven prowess of AI equips PR professionals with enhanced capabilities to understand and engage with target audiences, tailor messages with precision, automate routine tasks, such as content creation, social media management, and data analysis, and liberate practitioners from administrative burdens. As educational institutions increasingly recognize the value of AI in PR, investments in its implementation are expected, heralding a paradigm shift in higher education communication and stakeholder engagement. The current article aims to delve into the European framework for AI applications in education, present the landscape of existing technology tools used in the communication area, and review recent publications describing the benefits and possible drawbacks of using generative AI technologies in the sphere of teaching.",not included,0.8405167400836945,14
10.26425/2309-3633-2023-11-2-103-113,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,UPRAVLENIE / MANAGEMENT (Russia),2000-01-01 00:00:00,semantic_scholar,value and risks of morphing technology into strategy and business model,https://www.semanticscholar.org/paper/4fd7a5a1abd0106b7d8567fba366ce868bba7150,"Digital technologies became the primary source of innovation in the private and public sectors. The Internet profoundly changed the way businesses are run catapulting “most digital” industries and companies to the top of the S&P500. Two innovations that drive digital transformation changing the nature of competition are cloud computing and artificial intelligence (AI) technologies. Cloud-native business models and strategies proved successful in various industries, while AI is being tested in vivo by management mainstream. The publication provides an analysis of a multidimensional impact cloud computing makes on strategies and business models of companies. We show that what made cloud computing special in the management context was the way it morphed into strategies and business models best suited for the uncertain future. We also noted that as the focus of digital transformation shifts towards cloud-based AI powered decision-making solutions, managing the human aspect of “more digital” business models and related risks, recently referred to as an existential threat, becomes a priority of management research.",not included,0.832381296157837,15
10.1145/3593013.3594032,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,"Conference on Fairness, Accountability and Transparency",2000-01-01 00:00:00,semantic_scholar,you sound depressed: a case study on sonde health’s diagnostic use of voice analysis ai,https://www.semanticscholar.org/paper/c25067c6078f3c6aa6478b6348c9d23a40cfc1c0,"There is growing interest within the medical sector about the diagnostic potential of voice analysis-based artificial intelligence (AI) for monitoring mental health, such as depression detection. However, insufficient attention has been paid to the societal consequences of such technologies rendering depression and similar disabilities into purely technical problems. We provide a critical case study of Sonde Health, a Boston-based startup that purports to offer “objective” depression detection and monitoring via its Mental Fitness app that extracts and analyzes the acoustic features of the user’s voice. Using a critical disability studies lens, we conducted a textual analysis of the publicly available developer documentation for Sonde’s application programming interface, examining each of these acoustic features (“vocal biomarkers”), and problematizing Sonde’s claims that these vocal biomarkers are objective universal indicators of depression. Through our case study, we identify and illustrate three hegemonic norms that contribute to troubling social implications of the technology: the fallacy that complex psychometrics can be meaningfully flattened into a single encompassing score, the aesthetic of “objectivity”, and the presumptive universalizing of easily-available voice data sets. We discuss how all three are tied up in the legacy of eugenics and reflect a fundamental mismatch in values between mainstream AI technology and the humanistic requirements of mental health care.",not included,0.8418905466794968,16
10.1002/ctm2.1207,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,Clinical and Translational Medicine,2000-01-01 00:00:00,semantic_scholar,the future of chatgpt in academic research and publishing: a commentary for clinical and translational medicine,https://www.semanticscholar.org/paper/ae17e17ed3a36ba3ffbadc9de2b10909aa13226c,"ChatGPT, an artificial intelligence (AI)-powered chatbot developed by OpenAI, is creating a buzz across all occupational sectors. Its name comes from its basis in the Generative Pretrained Transformer (GPT) language model. ChatGPT’s most promising feature is its ability to offer human-like responses to text input using deep learning techniques at a level far superior to any other AImodel. Its rapid integration in various industries signals the public’s burgeoning reliance on AI technology. Thus, it is essential to critically evaluate ChatGPT’s potential impacts on academic clinical and translational medicine research.",not included,0.8262364834547042,17
10.1109/access.2023.3297646,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,IEEE Access,2000-01-01 00:00:00,semantic_scholar,when ai meets information privacy: the adversarial role of ai in data sharing scenario,https://www.semanticscholar.org/paper/a90bef9cb05006aec434222f629499a325ba0252,"Artificial intelligence (AI) is a transformative technology with a substantial number of practical applications in commercial sectors such as healthcare, finance, aviation, and smart cities. AI also has strong synergy with the information privacy (IP) domain from two distinct aspects: as a protection tool (i.e., safeguarding privacy), and as a threat tool (i.e., compromising privacy). In the former case, AI techniques are amalgamated with the traditional anonymization techniques to improve various key components of the anonymity process, and therefore, privacy is safeguarded effectively. In the latter case, some adversarial knowledge is aggregated with the help of AI techniques and subsequently used to compromise the privacy of individuals. To the best of our knowledge, threats posed by AI-generated knowledge such as synthetic data (SD) to information privacy are often underestimated, and most of the existing anonymization methods do not consider/model this SD-based knowledge that can be available to the adversary, leading to privacy breaches in some cases. In this paper, we highlight the role of AI as a threat tool (i.e., AI used to compromise an individual’s privacy), with a special focus on SD that can serve as background knowledge leading to various kinds of privacy breaches. For instance, SD can encompass pertinent information (e.g., total # of attributes in data, distributions of sensitive information, category values of each attribute, minor and major values of some attributes, etc.) about real data that can offer a helpful hint to the adversary regarding the composition of anonymized data, that can subsequently lead to uncovering the identity or private information. We perform reasonable experiments on a real-life benchmark dataset to prove the pitfalls of AI in the data publishing scenario (when a database is either fully or partially released to public domains for conducting analytics).",not included,0.8531478404998779,18
10.1109/tim.2023.3317913,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,IEEE Transactions on Instrumentation and Measurement,2000-01-01 00:00:00,semantic_scholar,multiscale analysis domain interpretable deep neural network for detection of breast cancer using thermogram images,https://www.semanticscholar.org/paper/15161709d92a407730aecae04d4426accf0c49b6,"Breast cancer is the most prevalent cancer among women, with a high mortality rate. The early detection of breast cancer using medical imaging techniques helps reduce the number of deaths caused by this disease. Thermogram imaging is safer and less expensive than mammography for diagnosing breast cancer. The automated analysis of thermogram images using artificial intelligence (AI) methods is an interesting approach to detect breast cancer. This article proposes a novel multiscale analysis domain interpretable deep learning (MSADIDL) approach for automatically detecting breast cancer using thermogram images. The 2D empirical wavelet transform (2DEWT) with fixed boundary points (FBPs) is employed for the multiscale analysis of thermogram images and evaluation of modes or subbands. All the modes of the thermogram images are used as the input to the MSADIDL model for the automated detection of breast cancer. The MSADIDL architecture comprises seven individual deep neural networks (DNNs) connected in parallel. The outputs of the individual DNNs are concatenated and then used as the input to the dense layers, after which the output layer evaluates the probability score for the automated categorization of normal versus cancerous classes. A publicly available thermogram imaging dataset is utilized to evaluate the performance of the proposed MSADIDL approach. The results show that the proposed MSADIDL approach has obtained an accuracy value of 99.54% for both fivefold cross-validation (CV) and hold-out validation cases using all seven modes of thermogram images. The MSADIDL model has achieved an accuracy higher than all of the transfer learning-based breast cancer detection techniques using thermogram images. The suggested MSADIDL model has shown higher accuracy when compared with different existing methods to detect breast cancer using thermogram images.",not included,0.8011098295450211,19
10.48550/arxiv.2311.07326,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,arXiv.org,2000-01-01 00:00:00,semantic_scholar,metasymnet: a dynamic symbolic regression network capable of evolving into arbitrary formulations,https://www.semanticscholar.org/paper/4d233f8d623e01205e0c3327df2095f7746956da,"Mathematical formulas serve as the means of communication between humans and nature, encapsulating the operational laws governing natural phenomena. The concise formulation of these laws is a crucial objective in scientific research and an important challenge for artificial intelligence (AI). While traditional artificial neural networks (MLP) excel at data fitting, they often yield uninterpretable black box results that hinder our understanding of the relationship between variables x and predicted values y. Moreover, the fixed network architecture in MLP often gives rise to redundancy in both network structure and parameters. To address these issues, we propose MetaSymNet, a novel neural network that dynamically adjusts its structure in real-time, allowing for both expansion and contraction. This adaptive network employs the PANGU meta function as its activation function, which is a unique type capable of evolving into various basic functions during training to compose mathematical formulas tailored to specific needs. We then evolve the neural network into a concise, interpretable mathematical expression. To evaluate MetaSymNet's performance, we compare it with four state-of-the-art symbolic regression algorithms across more than 10 public datasets comprising 222 formulas. Our experimental results demonstrate that our algorithm outperforms others consistently regardless of noise presence or absence. Furthermore, we assess MetaSymNet against MLP and SVM regarding their fitting ability and extrapolation capability, these are two essential aspects of machine learning algorithms. The findings reveal that our algorithm excels in both areas. Finally, we compared MetaSymNet with MLP using iterative pruning in network structure complexity. The results show that MetaSymNet's network structure complexity is obviously less than MLP under the same goodness of fit.",not included,0.8079065144062042,20
10.18500/1818-9601-2023-23-4-447-453,preprocessed,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value',semantic_scholar,Izvestiya of Saratov University. Sociology. Politology,2000-01-01 00:00:00,semantic_scholar,strategic planning in public administration as a political system of institutional instruments and goal-setting mechanisms,https://www.semanticscholar.org/paper/39a95e3f3124887f824d47586b917916466f5def,"The article is devoted to the subject field of political science research within the scientific specialty “Public Administration and sectoral policies” and the analysis of the practice of state strategic planning as a political system of institutional instruments and goal-setting mechanisms in the Russian Federation. The article discusses public political and legal mechanisms for combining values and goals with the choice of ways and methods to achieve them. The constitutional exclusivity and independence of each branch of government as the basis of its strategic resource and strategic planning potential is highlighted as the fundamental public political and legal mechanism for combining values and goals with the choice of ways and methods to achieve them. A general description of the architecture of the unified system of public power in accordance with the amendments to the Constitution of Russia and the current configuration of the public administration system is given. The importance of political factor of the effectiveness of the administration of strategic management system and the implementation of sectoral policies in modern Russia on the basis of the mechanisms of coordinated functioning and interaction of public authorities and local self-government in a single system of public authority is shown. Fundamental changes are highlighted that make it possible to significantly increase the efficiency of the federal government in a unified system of public authority with an emphasis on the implementation of national development goals of both the Russian Federation as a whole and the regions based on the sectoral structure of the economy. Attention is focused on the political goals of the regional factor of socio-economic development of territories on the basis of mechanisms and tools of strategic planning, the directions of fundamental political, legal, administrative and managerial decisions on the implementation of the regional investment standard are determined. The role of federal institutions of innovative development and provision of infrastructure projects and programs for solving the tasks of ensuring sustainable economic growth and diversification of the modern Russian economy, which cannot be optimally implemented by market mechanisms, was demonstrated. Conclusions are drawn about the importance of the interpretative understanding of politics as a system of institutional tools and goal-setting mechanisms in the political and legal practice of state strategic planning for determining promising directions in the subject field of scientific research within the specialty “Public Administration and sectoral policies”, for solving problems of improving the quality of public administration through the introduction of a management model based on big data and artificial intelligence, the transition of the public authority system to a data-based management model using a platform approach.",included,0.8023776173591614,21
