@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:isbn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,pii,article-number,prism:issueIdentifier,freetoread,freetoreadLabel,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85087241370', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85087241370?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087241370&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087241370&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85087241370,SCOPUS_ID:85087241370,2-s2.0-85087241370,Self-tuning gains of a quadrotor using a simple model for policy gradient reinforcement learning,Junell J.,"2016 AIAA Guidance, Navigation, and Control Conference",,,"[{'@_fa': 'true', '$': '9781624103896'}]",,,2016-01-01,2016,10.2514/6.2016-1387,9,"[{'@_fa': 'true', 'affilname': 'Delft University of Technology', 'affiliation-city': 'Delft', 'affiliation-country': 'Netherlands'}]",Conference Proceeding,cp,Conference Paper,21101009809,0,False,,,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85017602733', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85017602733?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017602733&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017602733&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85017602733,SCOPUS_ID:85017602733,2-s2.0-85017602733,The role of machine vision for intelligent vehicles,Ranft B.,IEEE Transactions on Intelligent Vehicles,,23798858,,1,8-19,2016-01-01,2016,10.1109/TIV.2016.2551553,76,"[{'@_fa': 'true', 'affilname': 'FZI Forschungszentrum Informatik', 'affiliation-city': 'Karlsruhe', 'affiliation-country': 'Germany'}]",Journal,ar,Article,21100976127,0,False,,7453174,1,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85016225546', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85016225546?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016225546&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016225546&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85016225546,SCOPUS_ID:85016225546,2-s2.0-85016225546,Distributed program system for automatic construction of the city traffic scheme,Puchkova N.,CEUR Workshop Proceedings,16130073,,,1787,561-566,2016-01-01,2016,,0,"[{'@_fa': 'true', 'affilname': 'Moscow Region State Educational Institution for Higher Professional Education University Dubna', 'affiliation-city': 'Dubna', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,21100218356,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85013655533', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85013655533?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013655533&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013655533&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85013655533,SCOPUS_ID:85013655533,2-s2.0-85013655533,Nonlinear dynamic inversion with neural networks for the flight control of a low cost tilt rotor UAV,D'Amato E.,"30th Congress of the International Council of the Aeronautical Sciences, ICAS 2016",,,"[{'@_fa': 'true', '$': '9783932182853'}]",,,2016-01-01,2016,,1,"[{'@_fa': 'true', 'affilname': 'Università degli Studi della Campania Luigi Vanvitelli', 'affiliation-city': 'Naples', 'affiliation-country': 'Italy'}]",Conference Proceeding,cp,Conference Paper,21100797218,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85011096831', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85011096831?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011096831&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85011096831&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85011096831,SCOPUS_ID:85011096831,2-s2.0-85011096831,Proceedings of SPIE - The International Society for Optical Engineering,,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,1996756X,"[{'@_fa': 'true', '$': '9781510603981'}]",9997,,2016-01-01,2016,,0,,Conference Proceeding,cr,Conference Review,40067,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85009454914', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85009454914?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85009454914&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85009454914&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85009454914,SCOPUS_ID:85009454914,2-s2.0-85009454914,Integration of virtual semantic environments components and generalized data envelopment analysis (DEA) model,Nechaev V.,CEUR Workshop Proceedings,16130073,,,1761,339-347,2016-01-01,2016,,12,"[{'@_fa': 'true', 'affilname': 'MIREA - Russian Technological University (RTU MIREA)', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,21100218356,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85009394788', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85009394788?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85009394788&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85009394788&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85009394788,SCOPUS_ID:85009394788,2-s2.0-85009394788,Embedded real-time implementation of a computational efficient optical flow extraction method for intelligent robot control applications,Moni R.,CEUR Workshop Proceedings,16130073,,,1751,116-127,2016-01-01,2016,,0,"[{'@_fa': 'true', 'affilname': 'Sapientia Erdélyi Magyar Tudományegyetem', 'affiliation-city': 'Cluj Napoca', 'affiliation-country': 'Romania'}]",Conference Proceeding,cp,Conference Paper,21100218356,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84991383337', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84991383337?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84991383337&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84991383337&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2352146516302460'}",https://api.elsevier.com/content/abstract/scopus_id/84991383337,SCOPUS_ID:84991383337,2-s2.0-84991383337,Advanced Driver Assistance System for Road Environments to Improve Safety and Efficiency,Jiménez F.,Transportation Research Procedia,23521457,23521465,,14,2245-2254,2016-01-01,2016,10.1016/j.trpro.2016.05.240,67,"[{'@_fa': 'true', 'affilname': 'Universidad Politécnica de Madrid', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",Conference Proceeding,cp,Conference Paper,21100448300,1,True,S2352146516302460,,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84988600673', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84988600673?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84988600673&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84988600673&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84988600673,SCOPUS_ID:84988600673,2-s2.0-84988600673,Solving the physical vehicle routing problem for improved multi-robot Freespace navigation,Edelkamp S.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783319460727'}]",9904 LNAI,155-161,2016-01-01,2016,10.1007/978-3-319-46073-4_14,1,"[{'@_fa': 'true', 'affilname': 'Universität Bremen', 'affiliation-city': 'Bremen', 'affiliation-country': 'Germany'}]",Book Series,cp,Conference Paper,25674,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84987730642', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84987730642?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84987730642&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84987730642&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84987730642,SCOPUS_ID:84987730642,2-s2.0-84987730642,A method to verify a path planning by a back-propagation artificial neural network,Contreras-González A.,CEUR Workshop Proceedings,16130073,,,1659,98-105,2016-01-01,2016,,4,"[{'@_fa': 'true', 'affilname': 'División de Estudios de Posgrado e Investigación', 'affiliation-city': 'Leon', 'affiliation-country': 'Mexico'}]",Conference Proceeding,cp,Conference Paper,21100218356,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84985023544', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84985023544?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84985023544&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84985023544&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84985023544,SCOPUS_ID:84985023544,2-s2.0-84985023544,A fuzzy-swarm based approach for the coordination of unmanned aerial vehicles,De Oliveira L.F.F.,Journal of Intelligent and Fuzzy Systems,10641246,18758967,,31,1513-1520,2016-01-01,2016,10.3233/JIFS-151214,4,"[{'@_fa': 'true', 'affilname': 'Universidade de Pernambuco', 'affiliation-city': 'Recife', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,23917,0,False,,,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84983242624', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84983242624?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84983242624&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84983242624&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84983242624,SCOPUS_ID:84983242624,2-s2.0-84983242624,Efficient pedestrian detection from aerial vehicles with object proposals and deep convolutional neural networks,Minnehan B.,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,1996756X,"[{'@_fa': 'true', '$': '9781510600850'}]",9844,,2016-01-01,2016,10.1117/12.2223270,0,"[{'@_fa': 'true', 'affilname': 'Rochester Institute of Technology', 'affiliation-city': 'Rochester', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,40067,0,False,,98440G,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84979503650', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84979503650?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84979503650&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84979503650&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84979503650,SCOPUS_ID:84979503650,2-s2.0-84979503650,Evaluating the potential of RTK-UAV for automatic point cloud generation in 3D rapid mapping,Fazeli H.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",16821750,,,41,221-226,2016-01-01,2016,10.5194/isprsarchives-XLI-B6-221-2016,37,"[{'@_fa': 'true', 'affilname': 'University of Tehran', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",Conference Proceeding,cp,Conference Paper,21100248929,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84977119993', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84977119993?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84977119993&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84977119993&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84977119993,SCOPUS_ID:84977119993,2-s2.0-84977119993,Motion prediction for ship-based autonomous air vehicle operations,Khan A.A.,"Smart Innovation, Systems and Technologies",21903018,21903026,"[{'@_fa': 'true', '$': '9783319393445'}]",55,323-333,2016-01-01,2016,10.1007/978-3-319-39345-2_28,3,"[{'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Book Series,cp,Conference Paper,21100204111,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84968570377', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84968570377?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84968570377&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84968570377&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84968570377,SCOPUS_ID:84968570377,2-s2.0-84968570377,Real time detection and tracking of linear visual features for aircraft guidance,Chaudhry H.,AIAA Infotech @ Aerospace Conference,,,"[{'@_fa': 'true', '$': '9781624103889'}]",,,2016-01-01,2016,,0,"[{'@_fa': 'true', 'affilname': 'Virginia Polytechnic Institute and State University', 'affiliation-city': 'Blacksburg', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100461325,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84962740553', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84962740553?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84962740553&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84962740553&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84962740553,SCOPUS_ID:84962740553,2-s2.0-84962740553,Combinatorial approach for lane detection using image and LIDAR reflectance,Shin S.,"2015 12th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2015",,,"[{'@_fa': 'true', '$': '9781467379700'}]",,485-487,2015-12-16,16 December 2015,10.1109/URAI.2015.7358810,8,"[{'@_fa': 'true', 'affilname': 'Korea Advanced Institute of Science and Technology', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Conference Proceeding,cp,Conference Paper,21100455448,0,False,,7358810,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84952885447', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84952885447?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84952885447&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84952885447&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84952885447,SCOPUS_ID:84952885447,2-s2.0-84952885447,Design and implementation for multiple-robot deployment in intelligent space,Lee H.S.,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",19460740,19460759,"[{'@_fa': 'true', '$': '9781467379298'}]",2015-October,,2015-10-19,19 October 2015,10.1109/ETFA.2015.7301549,0,"[{'@_fa': 'true', 'affilname': 'Seoul National University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Conference Proceeding,cp,Conference Paper,21100275520,0,False,,7301549,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84945290024', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84945290024?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84945290024&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84945290024&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0141118715001248'}",https://api.elsevier.com/content/abstract/scopus_id/84945290024,SCOPUS_ID:84945290024,2-s2.0-84945290024,Neural adaptive robust control of underactuated marine surface vehicles with input saturation,Shojaei K.,Applied Ocean Research,01411187,,,53,267-278,2015-10-01,"October 01, 2015",10.1016/j.apor.2015.09.010,68,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Najafabad Branch', 'affiliation-city': 'Isfahan', 'affiliation-country': 'Iran'}]",Journal,ar,Article,26776,0,False,S0141118715001248,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84957645849', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84957645849?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957645849&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84957645849&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84957645849,SCOPUS_ID:84957645849,2-s2.0-84957645849,DexROV: Enabling effective dexterous ROV operations in presence of communication latency,Gancet J.,MTS/IEEE OCEANS 2015 - Genova: Discovering Sustainable Ocean Energy for a New World,,,"[{'@_fa': 'true', '$': '9781479987368'}]",,,2015-09-17,17 September 2015,10.1109/OCEANS-Genova.2015.7271691,8,"[{'@_fa': 'true', 'affilname': 'SPACE APPLICATIONS SERVICES NV', 'affiliation-city': 'Zaventem', 'affiliation-country': 'Belgium'}]",Conference Proceeding,cp,Conference Paper,21100444318,0,False,,7271691,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84960920117', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84960920117?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84960920117&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960920117&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84960920117,SCOPUS_ID:84960920117,2-s2.0-84960920117,Attitude control and trajectory tracking of an autonomous miniature aerial vehicle,Haddadi S.J.,"2015 AI and Robotics, IRANOPEN 2015 - 5th Conference on Artificial Intelligence and Robotics",,,"[{'@_fa': 'true', '$': '9781479987337'}]",,,2015-09-16,16 September 2015,10.1109/RIOS.2015.7270741,4,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Qazvin Branch', 'affiliation-city': 'Qazvin', 'affiliation-country': 'Iran'}]",Conference Proceeding,cp,Conference Paper,21100451325,0,False,,7270741,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84957613817', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84957613817?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957613817&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84957613817&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84957613817,SCOPUS_ID:84957613817,2-s2.0-84957613817,Joint unscented Kalman filter for dual estimation in a bifilar pendulum for a small UAV,Ma C.,"2015 10th Asian Control Conference: Emerging Control Techniques for a Sustainable World, ASCC 2015",,,"[{'@_fa': 'true', '$': '9781479978625'}]",,,2015-09-08,8 September 2015,10.1109/ASCC.2015.7244614,4,"[{'@_fa': 'true', 'affilname': 'The University of Hong Kong, Shenzhen Institute of Research and Innovation', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'The University of Hong Kong', 'affiliation-city': 'Pokfulam', 'affiliation-country': 'Hong Kong'}]",Conference Proceeding,cp,Conference Paper,21100444335,0,False,,7244614,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84937210986', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84937210986?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937210986&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937210986&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0029801815002693'}",https://api.elsevier.com/content/abstract/scopus_id/84937210986,SCOPUS_ID:84937210986,2-s2.0-84937210986,Leader-follower formation control of underactuated autonomous marine surface vehicles with limited torque,Shojaei K.,Ocean Engineering,00298018,,,105,196-205,2015-07-14,14 July 2015,10.1016/j.oceaneng.2015.06.026,110,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Najafabad Branch', 'affiliation-city': 'Isfahan', 'affiliation-country': 'Iran'}]",Journal,ar,Article,28339,0,False,S0029801815002693,3210,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85049657561', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85049657561?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049657561&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049657561&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85049657561,SCOPUS_ID:85049657561,2-s2.0-85049657561,The mobile revolution - Machine intelligence for autonomous vehicles,Enzweiler M.,IT - Information Technology,16112776,21967032,,57,199-202,2015-06-28,28 June 2015,10.1515/itit-2015-0009,2,"[{'@_fa': 'true', 'affilname': 'Daimler AG', 'affiliation-city': 'Stuttgart', 'affiliation-country': 'Germany'}]",Journal,ar,Article,21100929583,0,False,,,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84961219389', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84961219389?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961219389&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84961219389&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84961219389,SCOPUS_ID:84961219389,2-s2.0-84961219389,Multi-agent dynamic coupling for cooperative vehicles modeling,Guériau M.,Proceedings of the National Conference on Artificial Intelligence,,,"[{'@_fa': 'true', '$': '9781577357049'}]",6,4276-4277,2015-06-01,1 June 2015,,9,"[{'@_fa': 'true', 'affilname': ""Laboratoire d'Ingénierie Circulation Transports"", 'affiliation-city': 'Bron', 'affiliation-country': 'France'}, {'@_fa': 'true', 'affilname': 'IFSTTAR - French institute of science and technology for transport, development and networks', 'affiliation-city': 'Marne-la-Vallee', 'affiliation-country': 'France'}, {'@_fa': 'true', 'affilname': 'Université de Lyon', 'affiliation-city': 'Lyon', 'affiliation-country': 'France'}]",Conference Proceeding,cp,Conference Paper,78337,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84929624660', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84929624660?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929624660&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929624660&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84929624660,SCOPUS_ID:84929624660,2-s2.0-84929624660,On the neuro-adaptive feedback linearising control of underactuated autonomous underwater vehicles in three-dimensional space,Shojaei K.,IET Control Theory and Applications,17518644,17518652,,9,1264-1273,2015-05-15,15 May 2015,10.1049/iet-cta.2014.0472,69,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Najafabad Branch', 'affiliation-city': 'Isfahan', 'affiliation-country': 'Iran'}]",Journal,ar,Article,5100155079,0,False,,,8,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84938501883', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84938501883?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938501883&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938501883&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84938501883,SCOPUS_ID:84938501883,2-s2.0-84938501883,Model identification of an underwater remotely operated vehicle using system identification approach based on NNPC,Aras M.S.b.M.,International Review of Automatic Control,19746059,25332260,,8,149-154,2015-03-01,1 March 2015,10.15866/ireaco.v8i2.5525,11,"[{'@_fa': 'true', 'affilname': 'Universiti Teknikal Malaysia Melaka', 'affiliation-city': 'Malacca', 'affiliation-country': 'Malaysia'}]",Journal,ar,Article,21100228305,0,False,,,2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84934312155', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84934312155?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84934312155&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84934312155&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84934312155,SCOPUS_ID:84934312155,2-s2.0-84934312155,An open framework for human-like autonomous driving using inverse reinforcement learning,Vasquez D.,"2014 IEEE Vehicle Power and Propulsion Conference, VPPC 2014",,,"[{'@_fa': 'true', '$': '9781479967834'}]",,,2015-01-12,12 January 2015,10.1109/VPPC.2014.7007013,3,,Conference Proceeding,cp,Conference Paper,21100397717,0,False,,7007013,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
