@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,article-number,prism:isbn,pii,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85050514804', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85050514804?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050514804&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050514804&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85050514804,SCOPUS_ID:85050514804,2-s2.0-85050514804,Downscaling global wave ensemble forecasts with machine learning techniques in application to Billia Croo test site,Darbinyan D.,Proceedings of the Annual Offshore Technology Conference,,5,,3290-3299,2018-01-01,2018,10.4043/28723-ms,0,"[{'@_fa': 'true', 'affilname': 'European Marine Energy Centre Ltd', 'affiliation-city': None, 'affiliation-country': 'Netherlands'}]",Conference Proceeding,cp,Conference Paper,110624,0,False,,,01603663,,"[{'@_fa': 'true', '$': '9781510862531'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85033575900', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85033575900?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033575900&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033575900&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0029801817305188'}",https://api.elsevier.com/content/abstract/scopus_id/85033575900,SCOPUS_ID:85033575900,2-s2.0-85033575900,Sea state identification based on vessel motion response learning via multi-layer classifiers,Tu F.,Ocean Engineering,,147,,318-332,2018-01-01,1 January 2018,10.1016/j.oceaneng.2017.08.047,12,"[{'@_fa': 'true', 'affilname': 'National University of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,28339,0,False,,,00298018,,,S0029801817305188,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85039735722', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85039735722?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039735722&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039735722&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85039735722,SCOPUS_ID:85039735722,2-s2.0-85039735722,Automatic plankton image classification combining multiple view features via multiple kernel learning,Zheng H.,BMC Bioinformatics,14712105,18,,,2017-12-28,28 December 2017,10.1186/s12859-017-1954-8,48,"[{'@_fa': 'true', 'affilname': 'Ocean University of China', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",Journal,ar,Article,17929,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,570,,,29297354
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85046699832', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85046699832?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046699832&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046699832&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85046699832,SCOPUS_ID:85046699832,2-s2.0-85046699832,"ICCREC 2017 - 2017 International Conference on Control, Electronics, Renewable Energy, and Communications, Proceedings",,"ICCREC 2017 - 2017 International Conference on Control, Electronics, Renewable Energy, and Communications, Proceedings",,2017-January,,,2017-12-18,18 December 2017,,0,,Conference Proceeding,cr,Conference Review,21100859970,0,False,,,,,"[{'@_fa': 'true', '$': '9781538616673'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85030325925', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85030325925?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030325925&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030325925&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85030325925,SCOPUS_ID:85030325925,2-s2.0-85030325925,Design and implementation of self-tuning control method for the underwater spherical robot,He Y.,"2017 IEEE International Conference on Mechatronics and Automation, ICMA 2017",,,,632-637,2017-08-23,23 August 2017,10.1109/ICMA.2017.8015890,3,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21100832678,0,False,,,,8015890,"[{'@_fa': 'true', '$': '9781509067572'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85020240683', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85020240683?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020240683&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020240683&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85020240683,SCOPUS_ID:85020240683,2-s2.0-85020240683,Identification of sedimentary facies with well logs: an indirect approach with multinomial logistic regression and artificial neural network,Zhang J.,Arabian Journal of Geosciences,18667538,10,11,,2017-06-01,1 June 2017,10.1007/s12517-017-3045-6,20,"[{'@_fa': 'true', 'affilname': 'Beijing Normal University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,17400154823,0,False,,,18667511,247,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85018324202', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85018324202?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018324202&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018324202&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85018324202,SCOPUS_ID:85018324202,2-s2.0-85018324202,Digital twin for marine drilling risers,Myers G.,Offshore Engineer,,42,5,58-63,2017-05-01,May 2017,,1,"[{'@_fa': 'true', 'affilname': 'Subsea and Drilling Unit of GE Oil and Gas', 'affiliation-city': None, 'affiliation-country': 'United States'}]",Trade Journal,ar,Article,18193,0,False,,,0305876X,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068151872', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068151872?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068151872&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068151872&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068151872,SCOPUS_ID:85068151872,2-s2.0-85068151872,Soil moisture retrieval algorithms: The SMOS case,Kerr Y.H.,Comprehensive Remote Sensing,,1-9,,156-190,2017-01-01,1 January 2017,10.1016/B978-0-12-409548-9.10355-0,2,"[{'@_fa': 'true', 'affilname': ""Centre d'Etudes Spatiales de la Biosphère (CESBIO)"", 'affiliation-city': 'Toulouse', 'affiliation-country': 'France'}]",Book,ch,Book Chapter,21100958083,0,False,,,,,"[{'@_fa': 'true', '$': '9780128032206'}, {'@_fa': 'true', '$': '9780128032213'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85020497002', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85020497002?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020497002&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020497002&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85020497002,SCOPUS_ID:85020497002,2-s2.0-85020497002,Neural network overtopping predictor proof of concept,Alvarellos A.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),16113349,10305 LNCS,,616-625,2017-01-01,2017,10.1007/978-3-319-59153-7_53,0,"[{'@_fa': 'true', 'affilname': 'Universidade da Coruña', 'affiliation-city': 'A Coruna', 'affiliation-country': 'Spain'}]",Book Series,ar,Article,25674,0,False,,,03029743,,"[{'@_fa': 'true', '$': '9783319591520'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85014101158', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85014101158?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014101158&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85014101158&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S002980181730094X'}",https://api.elsevier.com/content/abstract/scopus_id/85014101158,SCOPUS_ID:85014101158,2-s2.0-85014101158,A real-time strategy-decision program for sailing yacht races,Tagliaferri F.,Ocean Engineering,,134,,129-139,2017-01-01,2017,10.1016/j.oceaneng.2017.02.026,12,"[{'@_fa': 'true', 'affilname': 'Newcastle University', 'affiliation-city': 'Newcastle', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,28339,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",00298018,,,S002980181730094X,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85006910773', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85006910773?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85006910773&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85006910773&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85006910773,SCOPUS_ID:85006910773,2-s2.0-85006910773,Self-tuned PID control based on backpropagation Neural Networks for underwater vehicles,Hernandez-Alvarado R.,"OCEANS 2016 MTS/IEEE Monterey, OCE 2016",,,,,2016-11-28,28 November 2016,10.1109/OCEANS.2016.7761412,5,"[{'@_fa': 'true', 'affilname': 'Centro de Ingenieria y Desarollo Industrial', 'affiliation-city': 'Queretaro', 'affiliation-country': 'Mexico'}]",Conference Proceeding,cp,Conference Paper,21100790029,0,False,,,,7761412,"[{'@_fa': 'true', '$': '9781509015375'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85006355740', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85006355740?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85006355740&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85006355740&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85006355740,SCOPUS_ID:85006355740,2-s2.0-85006355740,Survey on online learning algorithms,Pan Z.,Shuju Caiji Yu Chuli/Journal of Data Acquisition and Processing,,31,6,1067-1082,2016-11-01,1 November 2016,10.16337/j.1004-9037.2016.06.001,4,"[{'@_fa': 'true', 'affilname': 'PLA University of Science and Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,re,Review,20765,0,False,,,10049037,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84994805505', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84994805505?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994805505&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994805505&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0967064516301813'}",https://api.elsevier.com/content/abstract/scopus_id/84994805505,SCOPUS_ID:84994805505,2-s2.0-84994805505,Forecast of drifter trajectories using a Rapid Environmental Assessment based on CTD observations,Sorgente R.,Deep-Sea Research Part II: Topical Studies in Oceanography,,133,,39-53,2016-11-01,1 November 2016,10.1016/j.dsr2.2016.06.020,10,"[{'@_fa': 'true', 'affilname': 'Consiglio Nazionale delle Ricerche', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",Journal,ar,Article,26831,0,False,,,09670645,,,S0967064516301813,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84985994976', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84985994976?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84985994976&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84985994976&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84985994976,SCOPUS_ID:84985994976,2-s2.0-84985994976,Neural network-based self-tuning PID control for underwater vehicles,Hernández-Alvarado R.,Sensors (Switzerland),,16,9,,2016-09-05,5 September 2016,10.3390/s16091429,101,"[{'@_fa': 'true', 'affilname': 'Centro de Ingenieria y Desarollo Industrial', 'affiliation-city': 'Queretaro', 'affiliation-country': 'Mexico'}]",Journal,ar,Article,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,1429,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84979519284', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84979519284?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84979519284&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84979519284&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0021967316308676'}",https://api.elsevier.com/content/abstract/scopus_id/84979519284,SCOPUS_ID:84979519284,2-s2.0-84979519284,A polythiophene–silver nanocomposite for headspace needle trap extraction,Bagheri H.,Journal of Chromatography A,18733778,1460,,1-8,2016-08-19,19 August 2016,10.1016/j.chroma.2016.06.078,14,"[{'@_fa': 'true', 'affilname': 'Sharif University of Technology', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",Journal,ar,Article,130000,0,False,,,00219673,,,S0021967316308676,27448719
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85013655954', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85013655954?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013655954&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013655954&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85013655954,SCOPUS_ID:85013655954,2-s2.0-85013655954,Path Planning for UUV in Dynamic Environment,Wen Z.W.,"Proceedings - 2016 9th International Symposium on Computational Intelligence and Design, ISCID 2016",,1,,211-215,2016-07-02,2 July 2016,10.1109/ISCID.2016.1055,3,"[{'@_fa': 'true', 'affilname': ""Xi'an Precision Machinery Research Institute"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Key Laboratory of Underwater and Information Control', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21100467808,0,False,,,,7830329,"[{'@_fa': 'true', '$': '9781509035588'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84978091913', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84978091913?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978091913&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84978091913&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84978091913,SCOPUS_ID:84978091913,2-s2.0-84978091913,Improving fishing pattern detection from satellite AIS using data mining and machine learning,De Souza E.,PLoS ONE,19326203,11,7,,2016-07-01,July 2016,10.1371/journal.pone.0158248,126,"[{'@_fa': 'true', 'affilname': 'Dalhousie University', 'affiliation-city': 'Halifax', 'affiliation-country': 'Canada'}]",Journal,ar,Article,10600153309,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,e0158248,,,27367425
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84949678222', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84949678222?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949678222&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84949678222&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925231215017312'}",https://api.elsevier.com/content/abstract/scopus_id/84949678222,SCOPUS_ID:84949678222,2-s2.0-84949678222,DeepFish: Accurate underwater live fish recognition with a deep architecture,Qin H.,Neurocomputing,18728286,187,,49-58,2016-04-26,26 April 2016,10.1016/j.neucom.2015.10.122,128,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,24807,0,False,,,09252312,,,S0925231215017312,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84963936674', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84963936674?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963936674&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84963936674&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84963936674,SCOPUS_ID:84963936674,2-s2.0-84963936674,Real-time AIS tracking from space expands opportunities for global ocean observing and maritime domain awareness,Kocak D.M.,OCEANS 2015 - MTS/IEEE Washington,,,,,2016-02-08,8 February 2016,10.23919/oceans.2015.7404635,3,"[{'@_fa': 'true', 'affilname': 'Harris Corporation', 'affiliation-city': 'Melbourne', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100992547,0,False,,,,7404635,"[{'@_fa': 'true', '$': '9780933957435'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85021366451', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85021366451?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021366451&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021366451&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85021366451,SCOPUS_ID:85021366451,2-s2.0-85021366451,Addressing the pressing needs of offshore ultra-deepwater floating facilities and risers: Near real-time management system for deepwater drilling risers,Guzzo J.A.,Proceedings of the Annual Offshore Technology Conference,,4,,2943-2954,2016-01-01,2016,10.4043/27144-ms,0,"[{'@_fa': 'true', 'affilname': 'General Electric Company', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,110624,0,False,,,01603663,,"[{'@_fa': 'true', '$': '9781510824294'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85008873292', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85008873292?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85008873292&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85008873292&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85008873292,SCOPUS_ID:85008873292,2-s2.0-85008873292,Chemical assessment of ballast water exchange compliance: Implementation in north America and New Zealand,Noble M.,Frontiers in Marine Science,22967745,3,MAY,,2016-01-01,2016,10.3389/fmars.2016.00066,2,"[{'@_fa': 'true', 'affilname': 'Smithsonian Environmental Research Center', 'affiliation-city': 'Edgewater', 'affiliation-country': 'United States'}]",Journal,ar,Article,21100790929,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,66,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85008674744', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85008674744?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85008674744&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85008674744&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85008674744,SCOPUS_ID:85008674744,2-s2.0-85008674744,"The development of a rapid response plan to control the spread of the solitary invasive tunicate, ciona intestinalis (Linnaeus, 1767), in Newfoundland and Labrador, Canada",McKenzie C.H.,Management of Biological Invasions,19898649,7,1,87-100,2016-01-01,2016,10.3391/mbi.2016.7.1.11,10,"[{'@_fa': 'true', 'affilname': 'Fisheries and Oceans Canada', 'affiliation-city': 'Ottawa', 'affiliation-country': 'Canada'}]",Journal,ar,Article,21100790931,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84977119993', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84977119993?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84977119993&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84977119993&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84977119993,SCOPUS_ID:84977119993,2-s2.0-84977119993,Motion prediction for ship-based autonomous air vehicle operations,Khan A.A.,"Smart Innovation, Systems and Technologies",21903026,55,,323-333,2016-01-01,2016,10.1007/978-3-319-39345-2_28,3,"[{'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Book Series,cp,Conference Paper,21100204111,0,False,,,21903018,,"[{'@_fa': 'true', '$': '9783319393445'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84947205531', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84947205531?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84947205531&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84947205531&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84947205531,SCOPUS_ID:84947205531,2-s2.0-84947205531,Efficient localization and spectral estimation of an unknown number of ocean acoustic sources using a graphics processing unit,Dosso S.E.,Journal of the Acoustical Society of America,,138,5,2945-2956,2015-11-01,1 November 2015,10.1121/1.4934517,1,"[{'@_fa': 'true', 'affilname': 'University of Victoria', 'affiliation-city': 'Victoria', 'affiliation-country': 'Canada'}]",Journal,ar,Article,12936,0,False,,,00014966,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84959056644', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84959056644?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84959056644&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84959056644&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84959056644,SCOPUS_ID:84959056644,2-s2.0-84959056644,Using echo sounder technology for detecting and predicting local sea state,Oveisi M.,"Proceedings - 2015 International Conference on Future Internet of Things and Cloud, FiCloud 2015 and 2015 International Conference on Open and Big Data, OBD 2015",,,,505-511,2015-10-19,19 October 2015,10.1109/FiCloud.2015.101,2,"[{'@_fa': 'true', 'affilname': 'Simon Fraser University', 'affiliation-city': 'Burnaby', 'affiliation-country': 'Canada'}]",Conference Proceeding,cp,Conference Paper,21100448006,0,False,,,,7300859,"[{'@_fa': 'true', '$': '9781467381031'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84945290024', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84945290024?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84945290024&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84945290024&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0141118715001248'}",https://api.elsevier.com/content/abstract/scopus_id/84945290024,SCOPUS_ID:84945290024,2-s2.0-84945290024,Neural adaptive robust control of underactuated marine surface vehicles with input saturation,Shojaei K.,Applied Ocean Research,,53,,267-278,2015-10-01,"October 01, 2015",10.1016/j.apor.2015.09.010,68,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Najafabad Branch', 'affiliation-city': 'Isfahan', 'affiliation-country': 'Iran'}]",Journal,ar,Article,26776,0,False,,,01411187,,,S0141118715001248,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84957577405', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84957577405?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957577405&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84957577405&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84957577405,SCOPUS_ID:84957577405,2-s2.0-84957577405,"Making STEM REAL: Real, experiential, active learning: An authentic interdisciplinary connection between the “schoolshed” and the watershed",Levin D.,Marine Technology Society Journal,19481209,49,4,126-139,2015-08-01,July-August 2015,10.4031/MTSJ.49.4.18,0,"[{'@_fa': 'true', 'affilname': 'Washington College Center for Environment and Society', 'affiliation-city': None, 'affiliation-country': 'United States'}]",Journal,ar,Article,27862,0,False,,,00253324,,,,
