@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,prism:issueIdentifier,article-number,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1542359677', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1542359677?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1542359677&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1542359677&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/1542359677,SCOPUS_ID:1542359677,2-s2.0-1542359677,Autonomous artificial neural network star tracker for spacecraft attitude determination,Trask A.J.,Advances in the Astronautical Sciences,,114 II,1317-1336,2003-12-01,2003,,,1,"[{'@_fa': 'true', 'affilname': 'Naval Research Laboratory', 'affiliation-city': 'Washington, D.C.', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,12376,0,False,,,00653438,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1542306917', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1542306917?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1542306917&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1542306917&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/1542306917,SCOPUS_ID:1542306917,2-s2.0-1542306917,Real-time face detection based on skin-color model and morphology filters,Lv Y.,International Conference on Machine Learning and Cybernetics,,5,3203-3207,2003-12-01,2003,,,5,"[{'@_fa': 'true', 'affilname': 'Beijing University of Posts and Telecommunications', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,79351,0,False,,,,,,,"[{'@_fa': 'true', '$': '0780378652'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1542299695', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1542299695?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1542299695&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1542299695&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/1542299695,SCOPUS_ID:1542299695,2-s2.0-1542299695,Autonomous artificial neural network star tracker for spacecraft attitude determination,Trask A.J.,Advances in the Astronautical Sciences,,114,1315-1335,2003-12-01,2003,,,0,"[{'@_fa': 'true', 'affilname': 'Naval Research Laboratory', 'affiliation-city': 'Washington, D.C.', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,12376,0,False,,,00653438,SUPPL.,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1542299566', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1542299566?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1542299566&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1542299566&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/1542299566,SCOPUS_ID:1542299566,2-s2.0-1542299566,IASTED International Conference on Computer Graphics and Imaging,,IASTED International Conference on Computer Graphics and Imaging,,,,2003-12-01,2003,,,0,,Conference Proceeding,cr,Conference Review,95252,0,False,,,,,,,"[{'@_fa': 'true', '$': '0889863768'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1442324056', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1442324056?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1442324056&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1442324056&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/1442324056,SCOPUS_ID:1442324056,2-s2.0-1442324056,Real-Time Assessment of Mental Workload Using Psychophysiological Measures and Artificial Neural Networks,Wilson G.F.,Human Factors,,45,635-643,2003-12-01,December 2003,10.1518/hfes.45.4.635.27088,,255,"[{'@_fa': 'true', 'affilname': 'Air Force Research Laboratory', 'affiliation-city': 'Dayton', 'affiliation-country': 'United States'}]",Journal,cp,Conference Paper,29755,0,False,,,00187208,4,,15055460,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0346420954', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0346420954?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0346420954&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0346420954&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0346420954,SCOPUS_ID:0346420954,2-s2.0-0346420954,European Space Agency (Special Publication) ESA SP,,"European Space Agency, (Special Publication) ESA SP",,,,2003-12-01,2003,,,0,,Conference Proceeding,cr,Conference Review,27179,0,False,,,03796566,532,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0242365718', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0242365718?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0242365718&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0242365718&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S000437020300078X'}",https://api.elsevier.com/content/abstract/scopus_id/0242365718,SCOPUS_ID:0242365718,2-s2.0-0242365718,Enhancing disjunctive logic programming systems by SAT checkers,Koch C.,Artificial Intelligence,,151,177-212,2003-12-01,December 2003,10.1016/S0004-3702(03)00078-X,S000437020300078X,37,"[{'@_fa': 'true', 'affilname': 'Technische Universität Wien', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}]",Journal,ar,Article,23675,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",00043702,1-2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84869741066', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84869741066?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84869741066&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84869741066&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84869741066,SCOPUS_ID:84869741066,2-s2.0-84869741066,Perspective on fulfilling the expectations of distance education,Hentea M.,"Proceedings of the 4th Conference on Information Technology Curriculum, CITC4 2003",,,160-167,2003-10-16,16 October 2003,10.1145/947121.947158,,34,"[{'@_fa': 'true', 'affilname': 'Purdue University Northwest', 'affiliation-city': 'Westville', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100827822,0,False,,,,,,,"[{'@_fa': 'true', '$': '1581137702'}, {'@_fa': 'true', '$': '9781581137705'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0141539441', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0141539441?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0141539441&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0141539441&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0141539441,SCOPUS_ID:0141539441,2-s2.0-0141539441,Simulation of three-rate neural network control for stochastic model of a fighter aircraft,Astrov I.,Canadian Conference on Electrical and Computer Engineering,,3,1711-1714,2003-10-01,2003,,,3,"[{'@_fa': 'true', 'affilname': 'Tallinna Tehnikaülikool', 'affiliation-city': 'Tallinn', 'affiliation-country': 'Estonia'}]",Conference Proceeding,cp,Conference Paper,26665,0,False,,,08407789,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0141704220', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0141704220?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0141704220&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0141704220&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0141704220,SCOPUS_ID:0141704220,2-s2.0-0141704220,Prediction of Pitch and Yaw Head Movements via Recurrent Neural Networks,Aguilar M.,Proceedings of the International Joint Conference on Neural Networks,,4,2813-2818,2003-09-25,2003,,,5,"[{'@_fa': 'true', 'affilname': 'Jacksonville State University', 'affiliation-city': 'Jacksonville', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,96537,0,False,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/4043121752', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/4043121752?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4043121752&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=4043121752&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/4043121752,SCOPUS_ID:4043121752,2-s2.0-4043121752,Representations of CCR algebras in Krein spaces of entire functions,Mnatsakanova M.,Letters in Mathematical Physics,,65,159-172,2003-09-01,September 2003,10.1023/B:MATH.0000010715.93852.84,,1,"[{'@_fa': 'true', 'affilname': 'Lomonosov Moscow State University', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",Journal,ar,Article,28663,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",03779017,3,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0344513894', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0344513894?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0344513894&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0344513894&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0344513894,SCOPUS_ID:0344513894,2-s2.0-0344513894,Learning Recursive Theories in the Normal ILP Setting,Malerba D.,Fundamenta Informaticae,,57,39-77,2003-09-01,September 2003,,,34,"[{'@_fa': 'true', 'affilname': 'Università degli studi di Bari Aldo Moro', 'affiliation-city': 'Bari', 'affiliation-country': 'Italy'}]",Journal,ar,Article,28474,0,False,,,01692968,1,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0346276812', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0346276812?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0346276812&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0346276812&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0346276812,SCOPUS_ID:0346276812,2-s2.0-0346276812,PDE-based histogram modification with embedded morphological processing of the level-sets,Cserey G.,"Journal of Circuits, Systems and Computers",,12,519-538,2003-08-01,August 2003,10.1142/S021812660300101X,,4,"[{'@_fa': 'true', 'affilname': 'Magyar Tudomanyos Akademia', 'affiliation-city': 'Budapest', 'affiliation-country': 'Hungary'}]",Journal,ar,Article,26046,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",02181266,4,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037523298', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037523298?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037523298&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037523298&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0037523298,SCOPUS_ID:0037523298,2-s2.0-0037523298,Implementation of a general real-time visual anomaly detection system via soft computing,Dominguez J.A.,IEEE International Conference on Fuzzy Systems,,2,1049-1052,2003-07-11,2003,,,0,"[{'@_fa': 'true', 'affilname': 'NASA Kennedy Space Center', 'affiliation-city': 'Merritt Island', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,110565,0,False,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0041672182', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0041672182?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0041672182&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0041672182&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0041672182,SCOPUS_ID:0041672182,2-s2.0-0041672182,Perception and emotion based reasoning: A connectionist approach,Ayesh A.,Informatica (Ljubljana),,27,119-126,2003-06-01,June 2003,,,13,"[{'@_fa': 'true', 'affilname': 'De Montfort University', 'affiliation-city': 'Leicester', 'affiliation-country': 'United Kingdom'}]",Journal,cp,Conference Paper,25507,0,False,,,03505596,2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037409373', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037409373?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037409373&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037409373&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0045790601000507'}",https://api.elsevier.com/content/abstract/scopus_id/0037409373,SCOPUS_ID:0037409373,2-s2.0-0037409373,Two-phase neural network based estimation of degree of insecurity of power system,Pandit M.,Computers and Electrical Engineering,,29,489-503,2003-06-01,June 2003,10.1016/S0045-7906(01)00050-7,S0045790601000507,2,"[{'@_fa': 'true', 'affilname': 'Madhav Institute of Technology and Science', 'affiliation-city': 'Gwalior', 'affiliation-country': 'India'}]",Journal,ar,Article,18159,0,False,,,00457906,4,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0141496142', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0141496142?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0141496142&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0141496142&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0141496142,SCOPUS_ID:0141496142,2-s2.0-0141496142,Learning to construct fast signal processing implementations,Singer B.,Journal of Machine Learning Research,,3,887-919,2003-05-15,15 May 2003,,,19,"[{'@_fa': 'true', 'affilname': 'Carnegie Mellon University', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}]",Journal,ar,Article,20969,0,False,,,15324435,4-5,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0038216724', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0038216724?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0038216724&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038216724&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378775303003094'}",https://api.elsevier.com/content/abstract/scopus_id/0038216724,SCOPUS_ID:0038216724,2-s2.0-0038216724,Power supply quality improvement with a SOFC plant by neural-network-based control,Jurado F.,Journal of Power Sources,,117,75-83,2003-05-15,15 May 2003,10.1016/S0378-7753(03)00309-4,S0378775303003094,39,"[{'@_fa': 'true', 'affilname': 'Universidad de Jaén', 'affiliation-city': 'Jaen', 'affiliation-country': 'Spain'}]",Journal,ar,Article,18063,0,False,,,03787753,1-2,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0038310753', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0038310753?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0038310753&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038310753&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0038310753,SCOPUS_ID:0038310753,2-s2.0-0038310753,Industry outlook,Parmalee P.,Aviation Week and Space Technology (New York),,158,13,2003-05-09,9 May 2003,,,2,,Trade Journal,no,Note,13271,0,False,,,00052175,23,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037400491', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037400491?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037400491&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037400491&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0196890402001383'}",https://api.elsevier.com/content/abstract/scopus_id/0037400491,SCOPUS_ID:0037400491,2-s2.0-0037400491,A rotor position estimator for switched reluctance motors using CMAC,Mese E.,Energy Conversion and Management,,44,1229-1245,2003-05-01,May 2003,10.1016/S0196-8904(02)00138-3,S0196890402001383,15,"[{'@_fa': 'true', 'affilname': 'Kocaeli Üniversitesi', 'affiliation-city': 'Kocaeli', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,29372,0,False,,,01968904,8,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84949095350', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84949095350?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949095350&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84949095350&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84949095350,SCOPUS_ID:84949095350,2-s2.0-84949095350,A neural approximation to the explicit solution of constrained linear MPC,Haimovich H.,"European Control Conference, ECC 2003",,,1081-1086,2003-04-13,13 April 2003,10.23919/ecc.2003.7085103,,4,"[{'@_fa': 'true', 'affilname': 'The University of Newcastle, Australia', 'affiliation-city': 'Callaghan', 'affiliation-country': 'Australia'}]",Conference Proceeding,cp,Conference Paper,21101009490,0,False,,,,,7085103,,"[{'@_fa': 'true', '$': '9783952417379'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037381137', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037381137?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037381137&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037381137&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925231202006197'}",https://api.elsevier.com/content/abstract/scopus_id/0037381137,SCOPUS_ID:0037381137,2-s2.0-0037381137,Pattern recognition using multilayer neural-genetic algorithm,Alsultanny Y.,Neurocomputing,,51,237-247,2003-04-01,April 2003,10.1016/S0925-2312(02)00619-7,S0925231202006197,37,"[{'@_fa': 'true', 'affilname': 'Applied Science Private University', 'affiliation-city': 'Amman', 'affiliation-country': 'Jordan'}]",Journal,ar,Article,24807,0,False,,,09252312,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037350253', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037350253?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037350253&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037350253&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0037350253,SCOPUS_ID:0037350253,2-s2.0-0037350253,An approach to sensorless operation of the permanent-magnet synchronous motor using diagonally recurrent neural networks,Batzel T.D.,IEEE Transactions on Energy Conversion,,18,100-106,2003-03-01,March 2003,10.1109/TEC.2002.808386,,62,"[{'@_fa': 'true', 'affilname': 'Penn State Altoona', 'affiliation-city': 'Altoona', 'affiliation-country': 'United States'}]",Journal,ar,Article,28824,0,False,,,08858969,1,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0037318917', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0037318917?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037318917&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037318917&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0037318917,SCOPUS_ID:0037318917,2-s2.0-0037318917,Design and implementation of industrial neural network controller using backstepping,Kuljaca O.,IEEE Transactions on Industrial Electronics,,50,193-201,2003-02-01,February 2003,10.1109/TIE.2002.807675,,74,"[{'@_fa': 'true', 'affilname': 'The University of Texas at Arlington', 'affiliation-city': 'Arlington', 'affiliation-country': 'United States'}]",Journal,ar,Article,26053,0,False,,,02780046,1,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84956983949', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84956983949?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84956983949&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84956983949&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84956983949,SCOPUS_ID:84956983949,2-s2.0-84956983949,Quantum versus evolutionary systems total versus sampled search,De Garis H.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),16113349,2606,457-465,2003-01-01,2003,10.1007/3-540-36553-2_41,,1,"[{'@_fa': 'true', 'affilname': 'Utah State University', 'affiliation-city': 'Logan', 'affiliation-country': 'United States'}]",Book Series,cp,Conference Paper,25674,0,False,,,03029743,,,,"[{'@_fa': 'true', '$': '354000730X'}, {'@_fa': 'true', '$': '9783540007302'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84946751951', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84946751951?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946751951&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84946751951&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84946751951,SCOPUS_ID:84946751951,2-s2.0-84946751951,"2nd International Conference on Web-Based Learning, ICWL 2003",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),16113349,2783,1-551,2003-01-01,2003,,,0,,Book Series,cr,Conference Review,25674,0,False,,,03029743,,,,"[{'@_fa': 'true', '$': '3540407723'}, {'@_fa': 'true', '$': '9783540407720'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84944042783', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84944042783?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84944042783&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84944042783&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84944042783,SCOPUS_ID:84944042783,2-s2.0-84944042783,"7th International Conference on Parallel Computing Technologies, PaCT 2003",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),16113349,2763,1-569,2003-01-01,2003,,,0,,Book Series,cr,Conference Review,25674,0,False,,,03029743,,,,"[{'@_fa': 'true', '$': '3540406735'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84943808505', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84943808505?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84943808505&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84943808505&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84943808505,SCOPUS_ID:84943808505,2-s2.0-84943808505,Intelligent agent stakes for e-commerce,Galuszewska M.,"Proceedings - 2003 Symposium on Applications and the Internet Workshops, SAINT 2003",,,131-135,2003-01-01,2003,10.1109/SAINTW.2003.1210141,,2,"[{'@_fa': 'true', 'affilname': 'Telecom &amp; Management SudParis', 'affiliation-city': 'Evry', 'affiliation-country': 'France'}]",Conference Proceeding,cp,Conference Paper,21100415617,0,False,,,,,1210141,,"[{'@_fa': 'true', '$': '0769518737'}, {'@_fa': 'true', '$': '9780769518732'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84925683655', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84925683655?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84925683655&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84925683655&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84925683655,SCOPUS_ID:84925683655,2-s2.0-84925683655,Neural network classifiers for automated video surveillance,Jan T.,Neural Networks for Signal Processing - Proceedings of the IEEE Workshop,,2003-January,729-738,2003-01-01,2003,10.1109/NNSP.2003.1318072,,4,"[{'@_fa': 'true', 'affilname': 'University of Technology Sydney', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Conference Proceeding,cp,Conference Paper,24241,0,False,,,,,1318072,,"[{'@_fa': 'true', '$': '0780381777'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/70449681409', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/70449681409?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70449681409&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70449681409&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/70449681409,SCOPUS_ID:70449681409,2-s2.0-70449681409,A small biped entertainment robot SDR-4X II,Ishida T.,"Proceedings of IEEE International Symposium on Computational Intelligence in Robotics and Automation, CIRA",,3,1046-1051,2003-01-01,2003,10.1109/CIRA.2003.1222141,,6,"[{'@_fa': 'true', 'affilname': 'Sony Corporation', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Conference Proceeding,cp,Conference Paper,24237,0,False,,,,,1222141,,"[{'@_fa': 'true', '$': '0780378660'}]"
