@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,pii,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121496278', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121496278?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121496278&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121496278&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121496278,SCOPUS_ID:85121496278,2-s2.0-85121496278,Fake News Detection Using Machine Learning and Natural Language Processing,Patel M.,Studies in Computational Intelligence,1860949X,18609503,1001,,127-148,2022-01-01,2022,10.1007/978-3-030-90087-8_6,0,"[{'@_fa': 'true', 'affilname': 'Nirma University', 'affiliation-city': 'Ahmedabad', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,4900152708,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121365112', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121365112?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121365112&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121365112&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121365112,SCOPUS_ID:85121365112,2-s2.0-85121365112,Data-centric architecture for self-driving laboratories with autonomous discovery of new nanomaterials,Butakova M.A.,Nanomaterials,,20794991,12,1,,2022-01-01,January-1 2022,10.3390/nano12010012,0,"[{'@_fa': 'true', 'affilname': 'Southern Federal University', 'affiliation-city': 'Rostov-on-Don', 'affiliation-country': 'Russian Federation'}]",Journal,ar,Article,12,21100253674,1,True,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120784897', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120784897?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120784897&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120784897&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120784897,SCOPUS_ID:85120784897,2-s2.0-85120784897,An automated real-time face mask detection system using transfer learning with faster-rcnn in the era of the covid-19 pandemic,Sabir M.F.S.,"Computers, Materials and Continua",15462218,15462226,71,2,4151-4166,2022-01-01,2022,10.32604/cmc.2022.017865,0,"[{'@_fa': 'true', 'affilname': 'King Abdulaziz University', 'affiliation-city': 'Jeddah', 'affiliation-country': 'Saudi Arabia'}]",Journal,ar,Article,,24364,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120566760', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120566760?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120566760&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120566760&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120566760,SCOPUS_ID:85120566760,2-s2.0-85120566760,Poligraph: Intrusion-Tolerant and Distributed Fake News Detection System,Shan G.,IEEE Transactions on Information Forensics and Security,15566013,15566021,17,,28-41,2022-01-01,2022,10.1109/TIFS.2021.3131026,0,"[{'@_fa': 'true', 'affilname': 'Temple University', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}]",Journal,ar,Article,,4000149002,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120525249', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120525249?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120525249&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120525249&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120525249,SCOPUS_ID:85120525249,2-s2.0-85120525249,Developments in Agriculture Technology Using Internet of Things,Sucharitha G.,EAI/Springer Innovations in Communication and Computing,25228595,25228609,,,341-360,2022-01-01,2022,10.1007/978-3-030-77528-5_18,0,"[{'@_fa': 'true', 'affilname': 'Institute of Aeronautical Engineering, Hyderabad', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21101019713,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120173556', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120173556?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120173556&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120173556&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0169814121001529'}",https://api.elsevier.com/content/abstract/scopus_id/85120173556,SCOPUS_ID:85120173556,2-s2.0-85120173556,Industrial intelligence in the care of workers’ mental health: A review of status and challenges,Goetz C.,International Journal of Industrial Ergonomics,01698141,18728219,87,,,2022-01-01,January 2022,10.1016/j.ergon.2021.103234,0,"[{'@_fa': 'true', 'affilname': 'Universidade do Vale do Rio dos Sinos', 'affiliation-city': 'Sao Leopoldo', 'affiliation-country': 'Brazil'}]",Journal,re,Review,103234,12385,0,False,,,S0169814121001529,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119964532', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119964532?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119964532&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119964532&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119964532,SCOPUS_ID:85119964532,2-s2.0-85119964532,The shallow of your smile: The ethics of expressive vocal deep-fakes,Guerouaou N.,Philosophical Transactions of the Royal Society B: Biological Sciences,09628436,14712970,377,1841,,2022-01-01,2022,10.1098/rstb.2021.0083,1,"[{'@_fa': 'true', 'affilname': 'Lille Neuroscience &amp; Cognition ( LilleNCog )', 'affiliation-city': 'Lille', 'affiliation-country': 'France'}, {'@_fa': 'true', 'affilname': 'Sorbonne Universite', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",Journal,ar,Article,20210083,13602,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,34775820,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119892076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119892076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119892076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119892076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119892076,SCOPUS_ID:85119892076,2-s2.0-85119892076,Training Optimization for a Hardware-Aware Approach to Deep Learning,Asok A.,Lecture Notes in Electrical Engineering,18761100,18761119,783,,553-566,2022-01-01,2022,10.1007/978-981-16-3690-5_49,0,"[{'@_fa': 'true', 'affilname': 'Birla Institute of Technology and Science, Pilani', 'affiliation-city': 'Pilani', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,19700186822,0,False,,,,,"[{'@_fa': 'true', '$': '9789811636899'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119837878', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119837878?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119837878&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119837878&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119837878,SCOPUS_ID:85119837878,2-s2.0-85119837878,"2nd International Conference on Data Science, Machine Learning and Applications, ICDSMLA 2020",,Lecture Notes in Electrical Engineering,18761100,18761119,783,,,2022-01-01,2022,,0,,Book Series,cr,Conference Review,,19700186822,0,False,,,,,"[{'@_fa': 'true', '$': '9789811636899'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119837743', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119837743?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119837743&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119837743&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119837743,SCOPUS_ID:85119837743,2-s2.0-85119837743,"Using Machine Learning, Image Processing and Neural Networks to Sense Bullying in K-12 Schools: Enhanced",Kumar L.,Lecture Notes in Networks and Systems,23673370,23673389,238,,1-12,2022-01-01,2022,10.1007/978-981-16-2641-8_1,0,"[{'@_fa': 'true', 'affilname': 'Gazelle Information Technologies', 'affiliation-city': 'New Delhi', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9789811626401'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119825769', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119825769?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119825769&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119825769&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119825769,SCOPUS_ID:85119825769,2-s2.0-85119825769,"The Learning Ideas Conference, TLIC 2021",,Lecture Notes in Networks and Systems,23673370,23673389,349 LNNS,,,2022-01-01,2022,,0,,Book Series,cr,Conference Review,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9783030906764'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119695409', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119695409?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119695409&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119695409&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119695409,SCOPUS_ID:85119695409,2-s2.0-85119695409,Implementation of Secure Communication Framework for Wireless Sensor Network,Sharma P.K.,Lecture Notes on Data Engineering and Communications Technologies,23674512,23674520,91,,595-604,2022-01-01,2022,10.1007/978-981-16-6285-0_47,0,"[{'@_fa': 'true', 'affilname': 'Govt. Women Engineering College, Ajmer', 'affiliation-city': 'Ajmer', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21100975545,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119677697', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119677697?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119677697&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119677697&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119677697,SCOPUS_ID:85119677697,2-s2.0-85119677697,Keyphrase Extraction from Twitter Data—A Supervised Deep Learning Approach,Lemuel K.B.J.,Lecture Notes on Data Engineering and Communications Technologies,23674512,23674520,91,,181-195,2022-01-01,2022,10.1007/978-981-16-6285-0_15,0,"[{'@_fa': 'true', 'affilname': 'SASTRA Deemed University', 'affiliation-city': 'Thanjavur', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21100975545,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119057710', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119057710?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119057710&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119057710&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119057710,SCOPUS_ID:85119057710,2-s2.0-85119057710,An effective and secure quality assurance system for a computer science program,Alkhatib M.,Computer Systems Science and Engineering,02676192,,41,3,975-995,2022-01-01,2022,10.32604/csse.2022.021398,0,"[{'@_fa': 'true', 'affilname': 'Al-Imam Muhammad Ibn Saud Islamic University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}]",Journal,ar,Article,,12324,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119020961', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119020961?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119020961&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119020961&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119020961,SCOPUS_ID:85119020961,2-s2.0-85119020961,A Conceptual Framework for Smart Social Distancing for Educational Institutes,Farooqi Z.A.,Lecture Notes in Networks and Systems,23673370,23673389,358 LNNS,,668-684,2022-01-01,2022,10.1007/978-3-030-89906-6_44,0,"[{'@_fa': 'true', 'affilname': 'Shaheed Zulfikar Ali Bhutto Institute of Science and Technology, Islamabad', 'affiliation-city': 'Islamabad', 'affiliation-country': 'Pakistan'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9783030899059'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118799615', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118799615?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118799615&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118799615&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118799615,SCOPUS_ID:85118799615,2-s2.0-85118799615,Virtualization of Things in a Smart Agriculture Space,Stoyanov S.,"Studies in Systems, Decision and Control",21984182,21984190,379,,349-368,2022-01-01,2022,10.1007/978-3-030-78124-8_16,0,"[{'@_fa': 'true', 'affilname': 'Institute of Information and Communication Technologies, Bulgarian Academy of Sciences', 'affiliation-city': 'Sofia', 'affiliation-country': 'Bulgaria'}, {'@_fa': 'true', 'affilname': 'Plovdiv University Paisii Hiledarski', 'affiliation-city': 'Plovdiv', 'affiliation-country': 'Bulgaria'}]",Book Series,ch,Book Chapter,,21100828949,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118636052', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118636052?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118636052&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118636052&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118636052,SCOPUS_ID:85118636052,2-s2.0-85118636052,Fusion-based supply chain collaboration using machine learning techniques,Ali N.,Intelligent Automation and Soft Computing,10798587,2326005X,31,3,1671-1687,2022-01-01,2022,10.32604/IASC.2022.019892,1,"[{'@_fa': 'true', 'affilname': 'National College of Business Administration and Economics', 'affiliation-city': 'Lahore', 'affiliation-country': 'Pakistan'}]",Journal,ar,Article,,25476,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118200730', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118200730?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118200730&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118200730&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118200730,SCOPUS_ID:85118200730,2-s2.0-85118200730,Distributed Predictive Drone Swarms in Cluttered Environments,Soria E.,IEEE Robotics and Automation Letters,,23773766,7,1,73-80,2022-01-01,1 January 2022,10.1109/LRA.2021.3118091,0,"[{'@_fa': 'true', 'affilname': 'Ecole Polytechnique Fédérale de Lausanne', 'affiliation-city': 'Lausanne', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,,21100900379,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118169345', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118169345?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118169345&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118169345&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118169345,SCOPUS_ID:85118169345,2-s2.0-85118169345,A framework for monitoring movements of pandemic disease patients based on GPS trajectory datasets,Ugwoke P.O.,Wireless Networks,10220038,15728196,28,1,,2022-01-01,January 2022,10.1007/s11276-021-02819-4,0,"[{'@_fa': 'true', 'affilname': 'Digital Bridge Institute, Abuja', 'affiliation-city': 'Abuja', 'affiliation-country': 'Nigeria'}, {'@_fa': 'true', 'affilname': 'University of Nigeria', 'affiliation-city': 'Nsukka', 'affiliation-country': 'Nigeria'}]",Journal,ar,Article,,17569,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118158717', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118158717?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118158717&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118158717&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118158717,SCOPUS_ID:85118158717,2-s2.0-85118158717,"Smart Innovations, Systems, and Technologies in University Libraries",Makarov S.,Lecture Notes in Networks and Systems,23673370,23673389,342 LNNS,,493-500,2022-01-01,2022,10.1007/978-3-030-89477-1_49,0,"[{'@_fa': 'true', 'affilname': 'Perm State University', 'affiliation-city': 'Perm Perm Krai,', 'affiliation-country': 'Russian Federation'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9783030894764'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117708176', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117708176?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117708176&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117708176&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85117708176,SCOPUS_ID:85117708176,2-s2.0-85117708176,IoT-Based Pervasive Sentiment Analysis: A Fine-Grained Text Normalization Framework for Context Aware Hybrid Applications,Habib A.,EAI/Springer Innovations in Communication and Computing,25228595,25228609,,,201-226,2022-01-01,2022,10.1007/978-3-030-75123-4_10,0,"[{'@_fa': 'true', 'affilname': 'Kohat University of Science and Technology (KUST)', 'affiliation-city': 'Kohat', 'affiliation-country': 'Pakistan'}]",Book Series,ch,Book Chapter,,21101019713,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116868915', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116868915?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116868915&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116868915&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116868915,SCOPUS_ID:85116868915,2-s2.0-85116868915,Legal Mechanisms for Protecting the Rights of Economic Entities in the Conditions of Development Penetrative Technologies,Antonova N.V.,"Smart Innovation, Systems and Technologies",21903018,21903026,254,,111-120,2022-01-01,2022,10.1007/978-981-16-4621-8_9,0,"[{'@_fa': 'true', 'affilname': 'The Institute of Legislation and Comparative Law under the Government of the Russian Federation', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",Book Series,ch,Book Chapter,,21100204111,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116840980', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116840980?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116840980&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116840980&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116840980,SCOPUS_ID:85116840980,2-s2.0-85116840980,Toward a Social Media Emergency Events Detection Based on Supervised Learning,Mendoza Y.,"Smart Innovation, Systems and Technologies",21903018,21903026,252,,265-274,2022-01-01,2022,10.1007/978-981-16-4126-8_25,0,"[{'@_fa': 'true', 'affilname': 'Universidad Técnica de Manabí', 'affiliation-city': 'Portoviejo', 'affiliation-country': 'Ecuador'}]",Book Series,cp,Conference Paper,,21100204111,0,False,,,,,"[{'@_fa': 'true', '$': '9789811641251'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116745670', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116745670?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116745670&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116745670&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116745670,SCOPUS_ID:85116745670,2-s2.0-85116745670,Facial Expression Recognition Using Convoluted Neural Network (CNN),Kundu P.,Lecture Notes in Networks and Systems,23673370,23673389,291,,81-88,2022-01-01,2022,10.1007/978-981-16-4284-5_8,0,"[{'@_fa': 'true', 'affilname': 'University of Engineering and Management', 'affiliation-city': 'Kolkata', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9789811642838'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116501699', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116501699?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116501699&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116501699&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116501699,SCOPUS_ID:85116501699,2-s2.0-85116501699,A Computational Intelligent Cognition System Under Uncertainty,Khayut B.,Lecture Notes in Networks and Systems,23673370,23673389,235,,127-136,2022-01-01,2022,10.1007/978-981-16-2377-6_14,0,"[{'@_fa': 'true', 'affilname': 'Intelligence Decisions Technologies Systems at IDTS', 'affiliation-city': 'Ashdod', 'affiliation-country': 'Israel'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9789811623769'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116481281', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116481281?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116481281&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116481281&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116481281,SCOPUS_ID:85116481281,2-s2.0-85116481281,Smart Waste Management System,Ab Wahab M.N.,Lecture Notes in Electrical Engineering,18761100,18761119,770,,713-724,2022-01-01,2022,10.1007/978-981-16-2406-3_55,0,"[{'@_fa': 'true', 'affilname': 'Universiti Sains Malaysia', 'affiliation-city': 'Minden', 'affiliation-country': 'Malaysia'}]",Book Series,cp,Conference Paper,,19700186822,0,False,,,,,"[{'@_fa': 'true', '$': '9789811624056'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115960729', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115960729?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115960729&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115960729&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115960729,SCOPUS_ID:85115960729,2-s2.0-85115960729,An enhanced deep learning model for automatic face mask detection,Ilyas Q.M.,Intelligent Automation and Soft Computing,10798587,2326005X,31,1,241-254,2022-01-01,2022,10.32604/IASC.2022.018042,0,"[{'@_fa': 'true', 'affilname': 'King Faisal University', 'affiliation-city': 'Al-Ahsa', 'affiliation-country': 'Saudi Arabia'}]",Journal,ar,Article,,25476,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115634506', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115634506?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115634506&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115634506&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167923621001755'}",https://api.elsevier.com/content/abstract/scopus_id/85115634506,SCOPUS_ID:85115634506,2-s2.0-85115634506,A constraint programming model for making recommendations in personal process management: A design science research approach,Oruç S.,Decision Support Systems,01679236,,152,,,2022-01-01,January 2022,10.1016/j.dss.2021.113665,0,"[{'@_fa': 'true', 'affilname': 'Middle East Technical University (METU)', 'affiliation-city': 'Ankara', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,113665,21933,0,False,,,S0167923621001755,,
